Site,Cov,BLK,BLK_cont,Row,Col,fitness,TROR,TRCY,NO_GRASS,focal_sp,CEC,pH,NO3.N,mean_percent_open,precip,pet,water_in_out,PC1,PC2
BEN,SH,2,4,8,10,4,0,2,0,TRCY,772.2,5.64,8.3,63.96,119.6,1718.6,0.069591528,0.585055544,-0.040961086
BEN,SUN,2,5,1,6,6,0,0,0,TROR,505.9,5.76,1.4,88.66,119.6,1718.6,0.069591528,-0.415612461,-0.027295568
BEN,SUN,2,5,1,7,12,0,0,0,TROR,505.9,5.76,1.4,88.66,119.6,1718.6,0.069591528,-0.415612461,-0.027295568
BEN,SUN,2,5,1,8,3,0,0,0,TRCY,505.9,5.76,1.4,88.66,119.6,1718.6,0.069591528,-0.415612461,-0.027295568
BEN,SUN,2,5,1,9,3,2,15,4,TROR,505.9,5.76,1.4,88.66,119.6,1718.6,0.069591528,-0.415612461,-0.027295568
BEN,SUN,2,5,1,10,4,0,2,1,TRCY,505.9,5.76,1.4,88.66,119.6,1718.6,0.069591528,-0.415612461,-0.027295568
BEN,SUN,2,5,2,4,16,0,2,0,TROR,505.9,5.76,1.4,88.66,119.6,1718.6,0.069591528,-0.415612461,-0.027295568
BEN,SUN,2,5,2,5,2,0,0,0,TROR,505.9,5.76,1.4,88.66,119.6,1718.6,0.069591528,-0.415612461,-0.027295568
BEN,SUN,2,5,2,6,11,1,0,1,TRCY,505.9,5.76,1.4,88.66,119.6,1718.6,0.069591528,-0.415612461,-0.027295568
BEN,SUN,2,5,2,9,8,1,0,2,TROR,505.9,5.76,1.4,88.66,119.6,1718.6,0.069591528,-0.415612461,-0.027295568
BEN,SUN,2,5,4,4,10,0,2,1,TRCY,505.9,5.76,1.4,88.66,119.6,1718.6,0.069591528,-0.415612461,-0.027295568
BEN,SUN,2,5,4,6,8,0,0,0,TRCY,505.9,5.76,1.4,88.66,119.6,1718.6,0.069591528,-0.415612461,-0.027295568
BEN,SUN,2,5,6,2,6,0,0,0,TROR,505.9,5.76,1.4,88.66,119.6,1718.6,0.069591528,-0.415612461,-0.027295568
BEN,SUN,2,5,7,2,6,0,0,0,TRCY,505.9,5.76,1.4,88.66,119.6,1718.6,0.069591528,-0.415612461,-0.027295568
BEN,SUN,2,5,8,5,1,0,1,0,TRCY,505.9,5.76,1.4,88.66,119.6,1718.6,0.069591528,-0.415612461,-0.027295568
BEN,SUN,3,6,1,1,3,19,4,0,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,1,2,2,3,5,0,TROR,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,1,3,5,2,3,6,TROR,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,1,4,9,7,0,8,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,1,5,4,1,0,1,TROR,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,1,6,15,0,0,7,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,1,7,19,12,2,7,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,1,8,84,0,0,5,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,1,9,44,0,0,0,TROR,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,1,10,11,0,41,1,TROR,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,2,1,8,3,0,2,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,2,2,20,2,0,3,TROR,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,2,3,4,0,3,1,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,2,4,8,21,0,6,TROR,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,2,5,10,0,7,3,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,2,6,27,0,25,2,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,2,7,63,0,0,1,TROR,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,2,8,65,0,0,0,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,2,9,33,0,22,0,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,3,1,36,0,0,1,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,3,3,22,0,0,0,TROR,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,3,4,7,0,0,0,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,3,5,16,0,11,2,TROR,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,3,6,2,0,13,2,TROR,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,3,7,27,10,0,2,TROR,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,3,8,110,10,0,1,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,3,9,109,0,0,2,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,3,10,16,0,40,0,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,4,1,13,0,25,1,TROR,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,4,2,13,0,0,1,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,4,3,38,1,0,2,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,4,4,7,0,3,1,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,4,5,10,0,11,10,TROR,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,4,7,19,5,0,2,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,4,8,19,0,0,0,TROR,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,4,9,42,0,6,2,TROR,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,4,10,27,0,0,0,TROR,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,5,2,260,0,0,0,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,5,3,26,6,0,6,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,5,5,35,9,0,8,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,5,6,8,0,0,0,TROR,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,5,7,68,0,0,1,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,5,8,68,0,3,2,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,5,9,30,14,0,3,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,6,1,6,0,7,3,TROR,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,6,2,34,0,2,0,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,6,3,2,4,0,4,TROR,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,6,4,12,0,0,0,TROR,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,6,5,50,1,0,2,TROR,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,6,6,12,25,0,3,TROR,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,6,7,12,0,0,0,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,6,8,6,0,47,2,TROR,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,6,9,37,3,0,0,TROR,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,6,10,58,14,0,1,TROR,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,7,1,10,6,0,2,TROR,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,7,4,12,0,0,1,TROR,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,7,5,46,8,0,5,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,7,6,16,0,0,0,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,7,7,14,0,12,1,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,7,8,55,0,0,0,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,7,9,71,0,0,0,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,7,10,21,24,0,0,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,8,1,8,0,1,3,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,8,2,24,0,0,0,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,8,3,54,0,0,0,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,8,5,81,0,2,1,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,8,6,51,0,0,0,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,8,8,24,16,0,4,TROR,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
BEN,SUN,3,6,8,10,58,0,0,0,TRCY,529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103
CS,SH,1,7,1,2,0,0,0,0,TRCY,460.2,5.5,8.7,76.18,96.1,2353.4,0.040834537,-0.180036297,0.734793736
CS,SH,1,7,2,4,1,0,0,0,TRCY,460.2,5.5,8.7,76.18,96.1,2353.4,0.040834537,-0.180036297,0.734793736
CS,SH,1,7,3,2,2,0,0,0,TRCY,460.2,5.5,8.7,76.18,96.1,2353.4,0.040834537,-0.180036297,0.734793736
CS,SH,1,7,4,4,0,0,0,0,TRCY,460.2,5.5,8.7,76.18,96.1,2353.4,0.040834537,-0.180036297,0.734793736
CS,SH,1,7,6,3,0,0,0,0,TRCY,460.2,5.5,8.7,76.18,96.1,2353.4,0.040834537,-0.180036297,0.734793736
CS,SH,1,7,7,1,0,0,0,0,TRCY,460.2,5.5,8.7,76.18,96.1,2353.4,0.040834537,-0.180036297,0.734793736
CS,SH,1,7,7,2,0,0,0,0,TRCY,460.2,5.5,8.7,76.18,96.1,2353.4,0.040834537,-0.180036297,0.734793736
CS,SH,1,7,8,4,2,0,0,0,TRCY,460.2,5.5,8.7,76.18,96.1,2353.4,0.040834537,-0.180036297,0.734793736
CS,SH,2,8,1,1,0,0,0,0,TRCY,447.7,4.9,19.9,73.84,96.1,2353.4,0.040834537,0.078952266,1.429366332
CS,SH,2,8,1,2,0,0,0,0,TRCY,447.7,4.9,19.9,73.84,96.1,2353.4,0.040834537,0.078952266,1.429366332
CS,SH,2,8,1,3,2,0,0,0,TRCY,447.7,4.9,19.9,73.84,96.1,2353.4,0.040834537,0.078952266,1.429366332
CS,SH,2,8,1,4,2,0,0,0,TRCY,447.7,4.9,19.9,73.84,96.1,2353.4,0.040834537,0.078952266,1.429366332
CS,SH,2,8,6,3,1,0,0,0,TRCY,447.7,4.9,19.9,73.84,96.1,2353.4,0.040834537,0.078952266,1.429366332
CS,SH,2,8,6,4,4,0,0,0,TRCY,447.7,4.9,19.9,73.84,96.1,2353.4,0.040834537,0.078952266,1.429366332
CS,SH,2,8,7,1,3,0,0,0,TRCY,447.7,4.9,19.9,73.84,96.1,2353.4,0.040834537,0.078952266,1.429366332
CS,SH,2,8,7,2,1,0,0,0,TRCY,447.7,4.9,19.9,73.84,96.1,2353.4,0.040834537,0.078952266,1.429366332
CS,SH,2,8,7,6,2,0,0,0,TRCY,447.7,4.9,19.9,73.84,96.1,2353.4,0.040834537,0.078952266,1.429366332
CS,SH,2,8,8,2,2,0,0,0,TRCY,447.7,4.9,19.9,73.84,96.1,2353.4,0.040834537,0.078952266,1.429366332
CS,SH,3,9,1,7,4,0,0,0,TRCY,417.6,4.9,6.7,62.92,96.1,2353.4,0.040834537,0.012575244,1.428024826
CS,SH,3,9,6,6,0,0,0,0,TRCY,417.6,4.9,6.7,62.92,96.1,2353.4,0.040834537,0.012575244,1.428024826
CS,SUN,1,10,1,8,2,4,0,2,TRCY,485.2,5.78,3.8,93.86,96.1,2353.4,0.040834537,-0.59398253,0.284690875
CS,SUN,1,10,2,1,0,0,2,0,TRCY,485.2,5.78,3.8,93.86,96.1,2353.4,0.040834537,-0.59398253,0.284690875
CS,SUN,1,10,2,7,1,0,1,0,TRCY,485.2,5.78,3.8,93.86,96.1,2353.4,0.040834537,-0.59398253,0.284690875
CS,SUN,1,10,2,8,6,0,2,0,TRCY,485.2,5.78,3.8,93.86,96.1,2353.4,0.040834537,-0.59398253,0.284690875
CS,SUN,1,10,2,10,0,3,0,1,TRCY,485.2,5.78,3.8,93.86,96.1,2353.4,0.040834537,-0.59398253,0.284690875
CS,SUN,1,10,3,6,6,4,0,0,TRCY,485.2,5.78,3.8,93.86,96.1,2353.4,0.040834537,-0.59398253,0.284690875
CS,SUN,1,10,3,10,0,0,3,0,TRCY,485.2,5.78,3.8,93.86,96.1,2353.4,0.040834537,-0.59398253,0.284690875
CS,SUN,1,10,4,7,0,0,7,0,TROR,485.2,5.78,3.8,93.86,96.1,2353.4,0.040834537,-0.59398253,0.284690875
CS,SUN,1,10,4,10,4,0,0,0,TROR,485.2,5.78,3.8,93.86,96.1,2353.4,0.040834537,-0.59398253,0.284690875
CS,SUN,1,10,5,1,9,7,2,1,TRCY,485.2,5.78,3.8,93.86,96.1,2353.4,0.040834537,-0.59398253,0.284690875
CS,SUN,1,10,5,2,0,0,0,1,TRCY,485.2,5.78,3.8,93.86,96.1,2353.4,0.040834537,-0.59398253,0.284690875
CS,SUN,1,10,5,5,7,3,0,0,TROR,485.2,5.78,3.8,93.86,96.1,2353.4,0.040834537,-0.59398253,0.284690875
CS,SUN,1,10,5,8,5,1,0,0,TRCY,485.2,5.78,3.8,93.86,96.1,2353.4,0.040834537,-0.59398253,0.284690875
CS,SUN,1,10,5,10,4,0,1,0,TRCY,485.2,5.78,3.8,93.86,96.1,2353.4,0.040834537,-0.59398253,0.284690875
CS,SUN,1,10,6,1,0,0,17,2,TRCY,485.2,5.78,3.8,93.86,96.1,2353.4,0.040834537,-0.59398253,0.284690875
CS,SUN,1,10,6,4,4,0,2,0,TRCY,485.2,5.78,3.8,93.86,96.1,2353.4,0.040834537,-0.59398253,0.284690875
CS,SUN,1,10,6,7,4,1,0,0,TRCY,485.2,5.78,3.8,93.86,96.1,2353.4,0.040834537,-0.59398253,0.284690875
CS,SUN,1,10,6,9,3,4,0,0,TROR,485.2,5.78,3.8,93.86,96.1,2353.4,0.040834537,-0.59398253,0.284690875
CS,SUN,1,10,6,10,2,1,0,0,TRCY,485.2,5.78,3.8,93.86,96.1,2353.4,0.040834537,-0.59398253,0.284690875
CS,SUN,1,10,7,2,6,0,9,0,TRCY,485.2,5.78,3.8,93.86,96.1,2353.4,0.040834537,-0.59398253,0.284690875
CS,SUN,1,10,7,4,0,0,1,0,TRCY,485.2,5.78,3.8,93.86,96.1,2353.4,0.040834537,-0.59398253,0.284690875
CS,SUN,1,10,7,7,0,3,3,0,TRCY,485.2,5.78,3.8,93.86,96.1,2353.4,0.040834537,-0.59398253,0.284690875
CS,SUN,1,10,7,8,25,4,0,0,TROR,485.2,5.78,3.8,93.86,96.1,2353.4,0.040834537,-0.59398253,0.284690875
CS,SUN,1,10,8,2,0,0,14,0,TROR,485.2,5.78,3.8,93.86,96.1,2353.4,0.040834537,-0.59398253,0.284690875
CS,SUN,1,10,8,3,25,0,14,1,TRCY,485.2,5.78,3.8,93.86,96.1,2353.4,0.040834537,-0.59398253,0.284690875
CS,SUN,1,10,8,4,6,0,0,0,TRCY,485.2,5.78,3.8,93.86,96.1,2353.4,0.040834537,-0.59398253,0.284690875
CS,SUN,2,11,1,3,0,0,0,0,TRCY,572.9,5.7,13,91.98,96.1,2353.4,0.040834537,-0.219835556,0.335004867
CS,SUN,2,11,1,5,0,0,1,0,TRCY,572.9,5.7,13,91.98,96.1,2353.4,0.040834537,-0.219835556,0.335004867
CS,SUN,2,11,1,8,0,1,0,0,TRCY,572.9,5.7,13,91.98,96.1,2353.4,0.040834537,-0.219835556,0.335004867
CS,SUN,2,11,1,9,4,0,0,0,TRCY,572.9,5.7,13,91.98,96.1,2353.4,0.040834537,-0.219835556,0.335004867
CS,SUN,2,11,2,7,0,0,0,0,TRCY,572.9,5.7,13,91.98,96.1,2353.4,0.040834537,-0.219835556,0.335004867
CS,SUN,2,11,2,9,20,0,2,0,TRCY,572.9,5.7,13,91.98,96.1,2353.4,0.040834537,-0.219835556,0.335004867
CS,SUN,2,11,3,2,6,0,0,0,TRCY,572.9,5.7,13,91.98,96.1,2353.4,0.040834537,-0.219835556,0.335004867
CS,SUN,2,11,3,6,3,0,0,0,TRCY,572.9,5.7,13,91.98,96.1,2353.4,0.040834537,-0.219835556,0.335004867
CS,SUN,2,11,4,9,2,0,0,0,TRCY,572.9,5.7,13,91.98,96.1,2353.4,0.040834537,-0.219835556,0.335004867
CS,SUN,2,11,5,8,6,0,0,0,TRCY,572.9,5.7,13,91.98,96.1,2353.4,0.040834537,-0.219835556,0.335004867
CS,SUN,2,11,5,9,2,0,1,0,TRCY,572.9,5.7,13,91.98,96.1,2353.4,0.040834537,-0.219835556,0.335004867
CS,SUN,2,11,6,2,2,0,1,0,TRCY,572.9,5.7,13,91.98,96.1,2353.4,0.040834537,-0.219835556,0.335004867
CS,SUN,2,11,6,3,3,0,1,0,TRCY,572.9,5.7,13,91.98,96.1,2353.4,0.040834537,-0.219835556,0.335004867
CS,SUN,2,11,6,8,6,4,0,0,TROR,572.9,5.7,13,91.98,96.1,2353.4,0.040834537,-0.219835556,0.335004867
CS,SUN,2,11,6,10,4,0,7,0,TRCY,572.9,5.7,13,91.98,96.1,2353.4,0.040834537,-0.219835556,0.335004867
CS,SUN,2,11,7,2,2,0,6,0,TRCY,572.9,5.7,13,91.98,96.1,2353.4,0.040834537,-0.219835556,0.335004867
CS,SUN,2,11,7,8,3,0,1,0,TRCY,572.9,5.7,13,91.98,96.1,2353.4,0.040834537,-0.219835556,0.335004867
CS,SUN,2,11,7,9,6,4,0,0,TRCY,572.9,5.7,13,91.98,96.1,2353.4,0.040834537,-0.219835556,0.335004867
CS,SUN,2,11,7,10,4,0,0,0,TRCY,572.9,5.7,13,91.98,96.1,2353.4,0.040834537,-0.219835556,0.335004867
CS,SUN,2,11,8,1,4,0,0,0,TRCY,572.9,5.7,13,91.98,96.1,2353.4,0.040834537,-0.219835556,0.335004867
CS,SUN,3,12,1,1,1,0,5,0,TRCY,710.3,6.23,2,99.32,96.1,2353.4,0.040834537,-0.619521345,-0.570461491
CS,SUN,3,12,1,5,15,0,0,0,TRCY,710.3,6.23,2,99.32,96.1,2353.4,0.040834537,-0.619521345,-0.570461491
CS,SUN,3,12,1,9,21,0,0,0,TRCY,710.3,6.23,2,99.32,96.1,2353.4,0.040834537,-0.619521345,-0.570461491
CS,SUN,3,12,2,4,4,0,9,0,TRCY,710.3,6.23,2,99.32,96.1,2353.4,0.040834537,-0.619521345,-0.570461491
CS,SUN,3,12,2,6,1,0,0,0,TROR,710.3,6.23,2,99.32,96.1,2353.4,0.040834537,-0.619521345,-0.570461491
CS,SUN,3,12,2,7,4,0,3,0,TRCY,710.3,6.23,2,99.32,96.1,2353.4,0.040834537,-0.619521345,-0.570461491
CS,SUN,3,12,2,9,6,0,0,0,TRCY,710.3,6.23,2,99.32,96.1,2353.4,0.040834537,-0.619521345,-0.570461491
CS,SUN,3,12,2,10,5,3,0,0,TRCY,710.3,6.23,2,99.32,96.1,2353.4,0.040834537,-0.619521345,-0.570461491
CS,SUN,3,12,3,1,4,0,3,0,TRCY,710.3,6.23,2,99.32,96.1,2353.4,0.040834537,-0.619521345,-0.570461491
CS,SUN,3,12,3,7,26,0,2,0,TROR,710.3,6.23,2,99.32,96.1,2353.4,0.040834537,-0.619521345,-0.570461491
CS,SUN,3,12,3,8,3,3,0,0,TROR,710.3,6.23,2,99.32,96.1,2353.4,0.040834537,-0.619521345,-0.570461491
CS,SUN,3,12,3,9,12,0,15,0,TRCY,710.3,6.23,2,99.32,96.1,2353.4,0.040834537,-0.619521345,-0.570461491
CS,SUN,3,12,4,1,4,1,0,0,TRCY,710.3,6.23,2,99.32,96.1,2353.4,0.040834537,-0.619521345,-0.570461491
CS,SUN,3,12,4,8,12,0,10,0,TRCY,710.3,6.23,2,99.32,96.1,2353.4,0.040834537,-0.619521345,-0.570461491
CS,SUN,3,12,4,10,29,0,22,0,TRCY,710.3,6.23,2,99.32,96.1,2353.4,0.040834537,-0.619521345,-0.570461491
CS,SUN,3,12,5,8,2,0,3,0,TRCY,710.3,6.23,2,99.32,96.1,2353.4,0.040834537,-0.619521345,-0.570461491
CS,SUN,3,12,6,1,9,0,6,0,TRY,710.3,6.23,2,99.32,96.1,2353.4,0.040834537,-0.619521345,-0.570461491
CS,SUN,3,12,7,1,3,0,0,0,TRCY,710.3,6.23,2,99.32,96.1,2353.4,0.040834537,-0.619521345,-0.570461491
CS,SUN,3,12,7,3,4,0,7,0,TRCY,710.3,6.23,2,99.32,96.1,2353.4,0.040834537,-0.619521345,-0.570461491
CS,SUN,3,12,7,10,3,0,5,0,TROR,710.3,6.23,2,99.32,96.1,2353.4,0.040834537,-0.619521345,-0.570461491
CS,SUN,3,12,8,1,3,0,2,0,TRCY,710.3,6.23,2,99.32,96.1,2353.4,0.040834537,-0.619521345,-0.570461491
CS,SUN,3,12,8,3,8,3,0,0,TROR,710.3,6.23,2,99.32,96.1,2353.4,0.040834537,-0.619521345,-0.570461491
CS,SUN,3,12,8,10,9,0,17,0,TROR,710.3,6.23,2,99.32,96.1,2353.4,0.040834537,-0.619521345,-0.570461491
GH,SH,1,13,1,1,6,0,0,0,TRCY,1439.2,6.05,5.6,55.38,142.2,1964.6,0.072381146,1.013339553,-1.016827902
GH,SH,1,13,1,5,3,0,0,0,TROR,1439.2,6.05,5.6,55.38,142.2,1964.6,0.072381146,1.013339553,-1.016827902
GH,SH,1,13,2,1,4,0,0,0,TRCY,1439.2,6.05,5.6,55.38,142.2,1964.6,0.072381146,1.013339553,-1.016827902
GH,SH,1,13,3,4,3,0,0,0,TROR,1439.2,6.05,5.6,55.38,142.2,1964.6,0.072381146,1.013339553,-1.016827902
GH,SH,1,13,3,5,3,0,0,0,TRCY,1439.2,6.05,5.6,55.38,142.2,1964.6,0.072381146,1.013339553,-1.016827902
GH,SH,1,13,3,6,2,0,0,0,TROR,1439.2,6.05,5.6,55.38,142.2,1964.6,0.072381146,1.013339553,-1.016827902
GH,SH,1,13,3,7,4,0,0,0,TRCY,1439.2,6.05,5.6,55.38,142.2,1964.6,0.072381146,1.013339553,-1.016827902
GH,SH,1,13,3,8,3,0,0,0,TRCY,1439.2,6.05,5.6,55.38,142.2,1964.6,0.072381146,1.013339553,-1.016827902
GH,SH,1,13,4,1,6,0,0,0,TRCY,1439.2,6.05,5.6,55.38,142.2,1964.6,0.072381146,1.013339553,-1.016827902
GH,SH,1,13,4,4,6,0,0,0,TRCY,1439.2,6.05,5.6,55.38,142.2,1964.6,0.072381146,1.013339553,-1.016827902
GH,SH,1,13,5,3,2,0,2,0,TRCY,1439.2,6.05,5.6,55.38,142.2,1964.6,0.072381146,1.013339553,-1.016827902
GH,SH,1,13,5,4,2,0,0,0,TROR,1439.2,6.05,5.6,55.38,142.2,1964.6,0.072381146,1.013339553,-1.016827902
GH,SH,1,13,5,8,2,0,0,0,TROR,1439.2,6.05,5.6,55.38,142.2,1964.6,0.072381146,1.013339553,-1.016827902
GH,SH,1,13,5,10,4,0,0,0,TRCY,1439.2,6.05,5.6,55.38,142.2,1964.6,0.072381146,1.013339553,-1.016827902
GH,SH,1,13,6,10,4,0,0,0,TROR,1439.2,6.05,5.6,55.38,142.2,1964.6,0.072381146,1.013339553,-1.016827902
GH,SH,1,13,7,10,1,0,2,0,TRCY,1439.2,6.05,5.6,55.38,142.2,1964.6,0.072381146,1.013339553,-1.016827902
GH,SH,1,13,8,9,4,0,0,0,TRCY,1439.2,6.05,5.6,55.38,142.2,1964.6,0.072381146,1.013339553,-1.016827902
GH,SH,1,13,8,10,6,0,0,0,TROR,1439.2,6.05,5.6,55.38,142.2,1964.6,0.072381146,1.013339553,-1.016827902
GH,SH,2,14,1,1,4,0,0,0,TROR,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,1,2,28,0,0,0,TROR,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
