Site,Cov,BLK,BLK_cont,Row,Col,fitness,TROR,TRCY,NO_GRASS,focal_sp,CEC,pH,NO3.N,mean_percent_open,precip,pet,water_in_out,PC1,PC2
GH,SH,2,14,1,3,10,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,1,4,12,0,0,0,TROR,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,1,6,4,0,3,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,1,7,13,0,0,0,TROR,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,1,8,4,0,0,0,TROR,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,1,9,12,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,1,10,6,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,2,1,6,0,0,0,TROR,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,2,2,26,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,2,3,25,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,2,4,22,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,2,5,13,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,2,6,12,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,2,7,8,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,2,8,4,0,0,0,TROR,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,2,9,10,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,2,10,7,0,5,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,3,1,10,0,0,0,TROR,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,3,2,8,0,0,0,TROR,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,3,4,4,0,3,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,3,5,54,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,3,7,9,0,0,0,TROR,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,3,8,8,0,0,0,TROR,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,4,1,6,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,4,3,23,0,0,0,TROR,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,4,4,4,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,4,5,8,0,2,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,4,6,10,2,0,0,TROR,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,4,7,5,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,4,8,18,0,0,0,TROR,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,4,9,12,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,4,10,4,0,0,0,TROR,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,5,1,7,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,5,2,11,0,2,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,5,3,8,0,3,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,5,4,18,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,5,6,4,2,0,0,TROR,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,5,7,8,0,0,0,TROR,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,5,8,4,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,5,9,4,0,0,0,TROR,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,5,10,8,0,2,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,6,1,4,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,6,2,5,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,6,3,6,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,6,5,4,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,6,6,8,0,0,0,TROR,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,6,9,5,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,7,1,64,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,7,2,2,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,7,3,14,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,7,4,10,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,7,5,12,0,0,0,TROR,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,7,6,4,0,2,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,7,7,4,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,7,9,3,0,0,0,TROR,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,7,10,36,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,8,1,5,0,2,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,8,2,5,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,8,3,9,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,8,4,17,0,3,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,8,5,2,0,0,0,TROR,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,8,6,11,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,8,7,6,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,8,9,3,0,0,0,TROR,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,2,14,8,10,15,0,0,0,TRCY,491.2,4.94,17.5,62.94,142.2,1964.6,0.072381146,0.593391161,1.105558786
GH,SH,3,15,1,1,5,0,0,0,TROR,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,1,2,6,0,0,0,TRCY,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,1,3,12,0,0,0,TRCY,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,1,10,6,0,0,0,TROR,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,2,1,15,0,0,0,TRCY,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,2,3,1,2,0,0,TROR,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,2,8,4,0,0,0,TROR,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,3,1,0,0,0,0,TROR,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,3,2,12,0,0,0,TRCY,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,3,4,1,0,0,0,TRCY,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,3,6,3,0,0,0,TRCY,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,4,1,6,0,0,0,TROR,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,4,5,4,0,0,0,TROR,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,4,8,10,0,0,0,TRCY,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,5,1,15,0,0,0,TROR,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,5,2,4,0,0,0,TRCY,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,5,3,2,0,0,0,TROR,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,5,4,2,0,2,0,TRCY,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,5,7,2,0,0,0,TRCY,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,6,1,11,0,0,0,TRCY,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,6,2,2,0,0,0,TROR,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,6,3,1,0,0,0,TROR,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,6,4,7,2,0,0,TROR,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,6,6,4,0,0,0,TROR,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,6,7,3,0,0,0,TROR,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,7,1,14,0,0,0,TROR,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,7,3,3,0,0,0,TROR,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,7,4,4,0,0,0,TROR,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,7,5,4,0,0,0,TROR,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,7,6,4,0,0,0,TROR,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,8,2,6,0,0,0,TROR,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,8,3,3,0,3,0,TRCY,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,8,4,6,0,0,0,TRCY,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SH,3,15,8,5,4,0,0,0,TRCY,490.2,5.21,6.2,49.14,142.2,1964.6,0.072381146,0.646352598,0.807362506
GH,SUN,2,16,1,1,33,0,3,0,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,1,2,35,8,0,0,TROR,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,1,3,20,0,0,0,TROR,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,1,6,10,0,0,0,TROR,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,1,7,36,0,11,0,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,1,9,14,0,0,0,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,1,10,8,0,8,1,TROR,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,2,1,22,0,0,0,TROR,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,2,2,53,7,3,4,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,2,4,17,0,7,0,TROR,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,2,5,44,0,0,0,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,2,7,17,3,2,0,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,2,9,24,9,0,0,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,2,10,24,0,0,0,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,3,1,15,0,19,0,TROR,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,3,2,76,4,2,1,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,3,3,31,12,0,0,TROR,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,3,4,50,0,0,2,TROR,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,3,7,32,4,2,0,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,3,8,26,0,10,0,TROR,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,3,9,8,0,0,0,TROR,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,3,10,6,3,0,0,TROR,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,4,1,22,0,10,1,TROR,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,4,2,25,0,17,3,TROR,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,4,3,55,0,10,1,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,4,4,82,0,0,0,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,4,5,132,6,0,1,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,4,6,32,5,0,3,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,4,7,13,0,0,0,TROR,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,4,9,5,0,2,0,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,4,10,13,0,3,0,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,5,1,20,8,0,0,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,5,2,49,0,18,1,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,5,3,44,0,0,0,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,5,4,4,11,0,0,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,5,5,149,0,0,0,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,5,6,60,15,0,0,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,5,7,5,0,0,0,TROR,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,5,8,93,11,0,4,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,5,9,34,0,0,1,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,6,1,3,15,0,0,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,6,2,33,0,0,2,TROR,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,6,3,18,10,0,1,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,6,4,14,0,17,1,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,6,5,11,0,0,0,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,6,6,21,0,25,0,TROR,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,6,7,44,0,0,1,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,6,8,14,0,27,1,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,6,9,6,0,0,3,TROR,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,6,10,4,0,3,0,TROR,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,7,1,20,16,0,5,TROR,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,7,2,18,0,0,0,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,7,3,18,0,0,0,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,7,4,18,0,6,6,TROR,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,7,5,8,13,0,2,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,7,7,6,10,0,2,TROR,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,7,8,4,9,0,0,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,7,9,8,0,19,0,TROR,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,7,10,6,6,0,0,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,8,1,27,0,0,2,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,8,2,8,0,0,0,TROR,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,8,4,8,6,3,2,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,8,6,3,16,0,3,TROR,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,8,7,12,0,2,0,TRCY,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,8,8,13,2,3,0,TROR,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,8,9,4,0,0,0,TROR,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,2,16,8,10,6,0,0,0,TROR,703,6.03,4.5,93.6,142.2,1964.6,0.072381146,-0.069116276,-0.50377537
GH,SUN,3,17,1,1,0,2,13,0,TROR,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,1,2,19,0,0,0,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,1,3,4,0,15,0,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,1,5,8,0,0,0,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,1,6,20,0,0,0,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,1,7,6,0,1,0,TROR,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,1,8,48,0,0,0,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,1,10,19,11,2,0,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,2,1,10,0,0,0,TROR,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,2,3,11,0,0,0,TROR,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,2,4,2,0,6,0,TROR,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,2,6,41,0,13,1,TROR,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,2,7,33,0,0,0,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,2,8,5,10,0,0,TROR,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,2,9,20,0,0,0,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,2,10,10,0,37,0,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,3,2,10,0,8,0,TROR,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,3,3,5,2,0,0,TROR,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,3,4,6,0,0,0,TROR,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,3,5,12,0,4,1,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,3,6,12,5,0,2,TROR,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,3,7,63,0,0,0,TROR,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,3,8,58,0,0,0,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,3,9,20,5,0,0,TROR,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,3,10,101,0,0,1,TROR,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,4,2,12,0,0,0,TROR,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,4,4,24,0,10,0,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,4,5,7,8,0,0,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,4,6,78,1,0,0,TROR,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,4,8,6,0,3,0,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,4,10,7,4,0,1,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
GH,SUN,3,17,5,1,12,5,2,0,TRCY,406.5,5.63,3.1,84.24,142.2,1964.6,0.072381146,-0.290174306,0.368208307
