"Site","Cov","BLK","Col","Row","TROR","TRCY","NO_GRASS","NO_FORB","NO_FOCAL","FOCAL_GERM","CHANGED_FOCAL","NOTES","fitness","Germination","dens_trt","CEC","pH","NO3.N","mean_percent_open","precip","pet","water_in_out","PC1","PC2","focsp","germ","intra","inter","fac","intra_sc","inter_sc","fac_sc","fitness_raw","fitness_log","fitness_count"
"PJ","SUN","1",1,1,8,0,0,0,1,"Y",0,"",12,"Yes","High density monoculture",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TROR",TRUE,8,0,0,8,0,0,12,2.56494935746154,12
"PJ","SUN","1",1,3,0,15,0,0,1,"Y",0,"",30,"Yes","IWR + Facilitator",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TROR",TRUE,0,15,0,0,15,0,30,3.43398720448515,30
"PJ","SUN","1",1,4,0,0,0,0,1,"Y",0,"",49,"Yes","Invasion when rare (IWR)",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,0,0,0,0,0,0,49,3.91202300542815,49
"PJ","SUN","1",1,5,0,3,0,0,1,"Y",0,"",6,"Yes","High density monoculture",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,3,0,0,3,0,0,6,1.94591014905531,6
"PJ","SUN","1",1,6,1,0,1,1,1,"Y",0,"",35,"Yes","IWR + Facilitator",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,0,1,1,0,1,1,35,3.58351893845611,35
"PJ","SUN","1",1,8,0,21,0,0,1,"Y",0,"",4,"Yes","Invasion when rare (IWR)",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TROR",TRUE,0,21,0,0,21,0,4,1.6094379124341,4
"PJ","SUN","1",2,1,5,0,0,1,1,"Y",0,"",8,"Yes","High density monoculture",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TROR",TRUE,5,0,0,5,0,0,8,2.19722457733622,8
"PJ","SUN","1",2,2,0,20,0,0,1,"Y",0,"",10,"Yes","Invasion when rare (IWR)",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TROR",TRUE,0,20,0,0,20,0,10,2.39789527279837,10
"PJ","SUN","1",2,4,5,0,0,0,1,"Y",0,"",29,"Yes","IWR + Facilitator",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,0,5,0,0,5,0,29,3.40119738166216,29
"PJ","SUN","1",2,5,0,16,0,2,1,"Y",0,"",12,"Yes","High density monoculture",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,16,0,0,16,0,0,12,2.56494935746154,12
"PJ","SUN","1",2,6,0,0,0,2,2,"Y",0,"",38,"Yes","Invasion when rare (IWR)",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,0,0,0,0,0,0,38,3.66356164612965,38
"PJ","SUN","1",2,7,0,7,0,0,1,"Y",0,"",20,"Yes","IWR + Facilitator",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TROR",TRUE,0,7,0,0,7,0,20,3.04452243772342,20
"PJ","SUN","1",2,8,0,0,0,0,1,"Y",0,"",0,"No","lambda",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,0,0,0,0,0,0,0,0,0
"PJ","SUN","1",3,1,2,0,0,4,1,"Y",0,"",30,"Yes","Invasion when rare (IWR)",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,0,2,0,0,2,0,30,3.43398720448515,30
"PJ","SUN","1",3,2,1,0,0,4,1,"Y",0,"",15,"Yes","High density monoculture",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TROR",TRUE,1,0,0,1,0,0,15,2.77258872223978,15
"PJ","SUN","1",3,3,0,22,0,0,1,"Y",0,"",24,"Yes","IWR + Facilitator",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TROR",TRUE,0,22,0,0,22,0,24,3.2188758248682,24
"PJ","SUN","1",3,4,0,23,0,0,1,"Y",0,"",26,"Yes","High density monoculture",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,23,0,0,23,0,0,26,3.29583686600433,26
"PJ","SUN","1",3,5,0,0,0,0,2,"Y",0,"",27,"Yes","lambda",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,0,0,0,0,0,0,27,3.3322045101752,27
"PJ","SUN","1",3,7,11,0,0,3,1,"Y",0,"",23,"Yes","IWR + Facilitator",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,0,11,0,0,11,0,23,3.17805383034795,23
"PJ","SUN","1",3,8,0,8,0,0,1,"Y",0,"",6,"Yes","Invasion when rare (IWR)",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TROR",TRUE,0,8,0,0,8,0,6,1.94591014905531,6
"PJ","SUN","1",4,1,0,0,0,0,1,"Y",0,"",41,"Yes","IWR + Facilitator",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,0,0,0,0,0,0,41,3.73766961828337,41
"PJ","SUN","1",4,3,0,0,0,0,1,"Y",0,"",20,"Yes","Invasion when rare (IWR)",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,0,0,0,0,0,0,20,3.04452243772342,20
"PJ","SUN","1",4,4,0,0,0,0,1,"Y",0,"",15,"Yes","Invasion when rare (IWR)",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TROR",TRUE,0,0,0,0,0,0,15,2.77258872223978,15
"PJ","SUN","1",4,5,3,0,0,0,1,"Y",0,"",36,"Yes","High density monoculture",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TROR",TRUE,3,0,0,3,0,0,36,3.61091791264422,36
"PJ","SUN","1",4,6,0,25,0,0,1,"Y",0,"",8,"Yes","IWR + Facilitator",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TROR",TRUE,0,25,0,0,25,0,8,2.19722457733622,8
"PJ","SUN","1",4,7,0,0,0,0,1,"Y",0,"",16,"Yes","lambda",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,0,0,0,0,0,0,16,2.83321334405622,16
"PJ","SUN","1",4,8,0,9,0,0,1,"Y",0,"",5,"Yes","High density monoculture",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,9,0,0,9,0,0,5,1.79175946922805,5
"PJ","SUN","1",5,1,0,28,0,0,1,"Y",0,"",18,"Yes","Invasion when rare (IWR)",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TROR",TRUE,0,28,0,0,28,0,18,2.94443897916644,18
"PJ","SUN","1",5,2,0,18,1,0,1,"Y",0,"",14,"Yes","IWR + Facilitator",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TROR",TRUE,0,18,1,0,18,1,14,2.70805020110221,14
"PJ","SUN","1",5,3,0,0,0,0,1,"Y",0,"",20,"Yes","Invasion when rare (IWR)",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,0,0,0,0,0,0,20,3.04452243772342,20
"PJ","SUN","1",5,4,0,0,0,0,1,"Y",0,"",12,"Yes","lambda",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,0,0,0,0,0,0,12,2.56494935746154,12
"PJ","SUN","1",5,5,0,0,1,0,2,"Y",0,"",27,"Yes","IWR + Facilitator",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,0,0,1,0,0,1,27,3.3322045101752,27
"PJ","SUN","1",6,1,0,21,0,0,1,"Y",0,"",17,"Yes","High density monoculture",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,21,0,0,21,0,0,17,2.89037175789616,17
"PJ","SUN","1",6,3,1,0,0,0,1,"Y",0,"",9,"Yes","Invasion when rare (IWR)",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,0,1,0,0,1,0,9,2.30258509299405,9
"PJ","SUN","1",6,5,0,25,0,0,1,"Y",0,"",10,"Yes","Invasion when rare (IWR)",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TROR",TRUE,0,25,0,0,25,0,10,2.39789527279837,10
"PJ","SUN","1",6,6,5,0,0,0,2,"Y",0,"",33,"Yes","IWR + Facilitator",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,0,5,0,0,5,0,33,3.52636052461616,33
"PJ","SUN","1",6,7,0,18,0,0,1,"Y",0,"",13,"Yes","IWR + Facilitator",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TROR",TRUE,0,18,0,0,18,0,13,2.63905732961526,13
"PJ","SUN","1",7,3,1,0,0,0,1,"Y",0,"",0,"No","IWR + Facilitator",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,0,1,0,0,1,0,0,0,0
"PJ","SUN","1",7,6,0,28,0,0,1,"Y",0,"",4,"Yes","High density monoculture",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,28,0,0,28,0,0,4,1.6094379124341,4
"PJ","SUN","1",7,7,0,15,0,0,1,"Y",0,"",12,"Yes","IWR + Facilitator",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TROR",TRUE,0,15,0,0,15,0,12,2.56494935746154,12
"PJ","SUN","1",8,2,0,0,0,0,1,"Y",0,"",25,"Yes","lambda",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,0,0,0,0,0,0,25,3.25809653802148,25
"PJ","SUN","1",8,4,0,0,0,0,1,"Y",0,"",84,"Yes","Invasion when rare (IWR)",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,0,0,0,0,0,0,84,4.44265125649032,84
"PJ","SUN","1",8,5,0,16,0,0,1,"Y",0,"",16,"Yes","IWR + Facilitator",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TROR",TRUE,0,16,0,0,16,0,16,2.83321334405622,16
"PJ","SUN","1",8,6,3,0,0,0,1,"Y",0,"",5,"Yes","High density monoculture",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TROR",TRUE,3,0,0,3,0,0,5,1.79175946922805,5
"PJ","SUN","1",8,8,0,19,0,0,1,"Y",0,"",19,"Yes","Invasion when rare (IWR)",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TROR",TRUE,0,19,0,0,19,0,19,2.99573227355399,19
"PJ","SUN","1",9,1,0,25,0,1,1,"Y",0,"",7,"Yes","IWR + Facilitator",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TROR",TRUE,0,25,0,0,25,0,7,2.07944154167984,7
"PJ","SUN","1",9,2,7,0,0,0,1,"Y",0,"",22,"Yes","High density monoculture",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TROR",TRUE,7,0,0,7,0,0,22,3.13549421592915,22
"PJ","SUN","1",9,3,0,3,0,0,1,"Y",0,"",39,"Yes","High density monoculture",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,3,0,0,3,0,0,39,3.68887945411394,39
"PJ","SUN","1",9,4,0,0,0,0,1,"Y",0,"",36,"Yes","IWR + Facilitator",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,0,0,0,0,0,0,36,3.61091791264422,36
"PJ","SUN","1",9,6,0,0,0,0,1,"Y",0,"",21,"Yes","Invasion when rare (IWR)",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,0,0,0,0,0,0,21,3.09104245335832,21
"PJ","SUN","1",9,7,0,25,0,0,1,"Y",0,"",12,"Yes","Invasion when rare (IWR)",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TROR",TRUE,0,25,0,0,25,0,12,2.56494935746154,12
"PJ","SUN","1",9,8,0,0,0,0,1,"Y",0,"",6,"Yes","lambda",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,0,0,0,0,0,0,6,1.94591014905531,6
"PJ","SUN","1",10,1,0,17,0,0,1,"Y",0,"",28,"Yes","High density monoculture",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,17,0,0,17,0,0,28,3.36729582998647,28
"PJ","SUN","1",10,2,0,0,0,0,1,"Y",0,"",6,"Yes","lambda",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TROR",TRUE,0,0,0,0,0,0,6,1.94591014905531,6
"PJ","SUN","1",10,3,0,0,0,0,2,"Y",0,"",22,"Yes","IWR + Facilitator",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,0,0,0,0,0,0,22,3.13549421592915,22
"PJ","SUN","1",10,6,1,0,0,0,1,"Y",0,"",6,"Yes","Invasion when rare (IWR)",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TRCY",TRUE,0,1,0,0,1,0,6,1.94591014905531,6
"PJ","SUN","1",10,7,0,9,0,0,1,"Y",0,"",6,"Yes","IWR + Facilitator",493,6.05,1.7,99.84,116.3,2300.9,0.050545439,-0.73766057,-0.169176813,"TROR",TRUE,0,9,0,0,9,0,6,1.94591014905531,6
"PJ","SUN","2",1,1,5,0,0,0,1,"Y",0,"",51,"Yes","Invasion when rare (IWR)",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TRCY",TRUE,0,5,0,0,5,0,51,3.95124371858143,51
"PJ","SUN","2",1,2,0,26,0,0,1,"Y",0,"",19,"Yes","High density monoculture",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TRCY",TRUE,26,0,0,26,0,0,19,2.99573227355399,19
"PJ","SUN","2",1,3,0,0,0,0,1,"Y",0,"",0,"No","lambda",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TROR",TRUE,0,0,0,0,0,0,0,0,0
"PJ","SUN","2",1,4,0,22,0,0,1,"Y",0,"",6,"Yes","Invasion when rare (IWR)",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TROR",TRUE,0,22,0,0,22,0,6,1.94591014905531,6
"PJ","SUN","2",1,5,4,0,0,0,2,"Y",0,"",45,"Yes","IWR + Facilitator",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TRCY",TRUE,0,4,0,0,4,0,45,3.8286413964891,45
"PJ","SUN","2",1,6,0,0,0,0,1,"Y",0,"",46,"Yes","lambda",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TRCY",TRUE,0,0,0,0,0,0,46,3.85014760171006,46
"PJ","SUN","2",1,7,0,10,0,0,1,"Y",0,"",9,"Yes","IWR + Facilitator",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TROR",TRUE,0,10,0,0,10,0,9,2.30258509299405,9
"PJ","SUN","2",1,8,3,0,0,0,1,"Y",0,"",27,"Yes","High density monoculture",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TROR",TRUE,3,0,0,3,0,0,27,3.3322045101752,27
"PJ","SUN","2",2,2,1,0,0,2,1,"Y",0,"",14,"Yes","Invasion when rare (IWR)",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TRCY",TRUE,0,1,0,0,1,0,14,2.70805020110221,14
"PJ","SUN","2",2,3,0,18,0,0,1,"Y",0,"",7,"Yes","IWR + Facilitator",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TROR",TRUE,0,18,0,0,18,0,7,2.07944154167984,7
"PJ","SUN","2",2,4,7,0,0,0,1,"Y",0,"",18,"Yes","High density monoculture",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TROR",TRUE,7,0,0,7,0,0,18,2.94443897916644,18
"PJ","SUN","2",2,5,0,26,0,0,1,"Y",0,"",6,"Yes","Invasion when rare (IWR)",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TROR",TRUE,0,26,0,0,26,0,6,1.94591014905531,6
"PJ","SUN","2",2,7,0,16,0,2,1,"Y",0,"",11,"Yes","High density monoculture",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TRCY",TRUE,16,0,0,16,0,0,11,2.484906649788,11
"PJ","SUN","2",2,8,2,0,0,0,1,"Y",0,"",36,"Yes","IWR + Facilitator",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TRCY",TRUE,0,2,0,0,2,0,36,3.61091791264422,36
"PJ","SUN","2",3,1,0,19,1,0,1,"Y",0,"",34,"Yes","IWR + Facilitator",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TROR",TRUE,0,19,1,0,19,1,34,3.55534806148941,34
"PJ","SUN","2",3,2,7,0,0,0,3,"Y",0,"",12,"Yes","Invasion when rare (IWR)",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TRCY",TRUE,0,7,0,0,7,0,12,2.56494935746154,12
"PJ","SUN","2",3,3,2,0,0,0,1,"Y",0,"",14,"Yes","High density monoculture",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TROR",TRUE,2,0,0,2,0,0,14,2.70805020110221,14
"PJ","SUN","2",3,4,0,26,0,3,1,"Y",0,"",20,"Yes","High density monoculture",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TRCY",TRUE,26,0,0,26,0,0,20,3.04452243772342,20
"PJ","SUN","2",3,5,0,0,1,0,1,"Y",0,"",46,"Yes","IWR + Facilitator",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TRCY",TRUE,0,0,1,0,0,1,46,3.85014760171006,46
"PJ","SUN","2",3,8,0,19,0,0,1,"Y",0,"",12,"Yes","Invasion when rare (IWR)",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TROR",TRUE,0,19,0,0,19,0,12,2.56494935746154,12
"PJ","SUN","2",4,1,4,0,0,0,1,"Y",0,"",19,"Yes","High density monoculture",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TROR",TRUE,4,0,0,4,0,0,19,2.99573227355399,19
"PJ","SUN","2",4,2,0,27,0,0,1,"Y",0,"",22,"Yes","IWR + Facilitator",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TROR",TRUE,0,27,0,0,27,0,22,3.13549421592915,22
"PJ","SUN","2",4,3,0,0,0,0,1,"Y",0,"",158,"Yes","lambda",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TRCY",TRUE,0,0,0,0,0,0,158,5.06890420222023,158
"PJ","SUN","2",4,5,0,6,0,0,1,"Y",0,"",46,"Yes","Invasion when rare (IWR)",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TROR",TRUE,0,6,0,0,6,0,46,3.85014760171006,46
"PJ","SUN","2",4,6,1,0,0,1,1,"Y",0,"",52,"Yes","IWR + Facilitator",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TRCY",TRUE,0,1,0,0,1,0,52,3.97029191355212,52
"PJ","SUN","2",4,7,0,24,0,0,1,"Y",0,"",6,"Yes","High density monoculture",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TRCY",TRUE,24,0,0,24,0,0,6,1.94591014905531,6
"PJ","SUN","2",4,8,10,0,0,0,1,"Y",0,"",14,"Yes","Invasion when rare (IWR)",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TRCY",TRUE,0,10,0,0,10,0,14,2.70805020110221,14
"PJ","SUN","2",5,1,13,0,0,0,3,"Y",0,"",36,"Yes","IWR + Facilitator",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TRCY",TRUE,0,13,0,0,13,0,36,3.61091791264422,36
"PJ","SUN","2",5,2,0,5,0,0,1,"Y",0,"",20,"Yes","Invasion when rare (IWR)",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TROR",TRUE,0,5,0,0,5,0,20,3.04452243772342,20
"PJ","SUN","2",5,4,0,32,0,0,1,"Y",0,"",10,"Yes","IWR + Facilitator",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TROR",TRUE,0,32,0,0,32,0,10,2.39789527279837,10
"PJ","SUN","2",5,5,0,6,0,0,1,"Y",0,"",241,"Yes","High density monoculture",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TRCY",TRUE,6,0,0,6,0,0,241,5.48893772615669,241
"PJ","SUN","2",5,6,0,0,0,0,1,"Y",0,"",14,"Yes","lambda",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TROR",TRUE,0,0,0,0,0,0,14,2.70805020110221,14
"PJ","SUN","2",5,7,0,0,0,0,1,"Y",0,"",84,"Yes","Invasion when rare (IWR)",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TRCY",TRUE,0,0,0,0,0,0,84,4.44265125649032,84
"PJ","SUN","2",5,8,0,0,0,0,1,"Y",0,"",50,"Yes","lambda",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TRCY",TRUE,0,0,0,0,0,0,50,3.93182563272433,50
"PJ","SUN","2",6,1,0,0,0,0,1,"Y",0,"",30,"Yes","lambda",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TRCY",TRUE,0,0,0,0,0,0,30,3.43398720448515,30
"PJ","SUN","2",6,2,0,21,0,0,1,"Y",0,"",0,"No","Invasion when rare (IWR)",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TROR",TRUE,0,21,0,0,21,0,0,0,0
"PJ","SUN","2",6,3,7,0,0,0,1,"Y",0,"",15,"Yes","Invasion when rare (IWR)",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TRCY",TRUE,0,7,0,0,7,0,15,2.77258872223978,15
"PJ","SUN","2",6,4,0,8,0,0,1,"Y",0,"",107,"Yes","High density monoculture",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TRCY",TRUE,8,0,0,8,0,0,107,4.68213122712422,107
"PJ","SUN","2",6,5,1,0,1,1,1,"Y",0,"",11,"Yes","IWR + Facilitator",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TRCY",TRUE,0,1,1,0,1,1,11,2.484906649788,11
"PJ","SUN","2",6,8,0,9,0,0,1,"Y",0,"",25,"Yes","IWR + Facilitator",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TROR",TRUE,0,9,0,0,9,0,25,3.25809653802148,25
"PJ","SUN","2",7,1,0,27,0,0,1,"Y",0,"",0,"No","Invasion when rare (IWR)",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TROR",TRUE,0,27,0,0,27,0,0,0,0
"PJ","SUN","2",7,2,2,0,0,0,1,"Y",0,"",110,"Yes","Invasion when rare (IWR)",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TRCY",TRUE,0,2,0,0,2,0,110,4.70953020131233,110
"PJ","SUN","2",7,3,0,10,0,0,1,"Y",0,"",125,"Yes","High density monoculture",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TRCY",TRUE,10,0,0,10,0,0,125,4.83628190695148,125
"PJ","SUN","2",7,4,10,0,0,0,1,"Y",0,"",27,"Yes","High density monoculture",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TROR",TRUE,10,0,0,10,0,0,27,3.3322045101752,27
"PJ","SUN","2",7,5,0,11,0,0,1,"Y",0,"",20,"Yes","IWR + Facilitator",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TROR",TRUE,0,11,0,0,11,0,20,3.04452243772342,20
"PJ","SUN","2",7,6,0,0,0,0,1,"Y",0,"",63,"Yes","lambda",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TRCY",TRUE,0,0,0,0,0,0,63,4.15888308335967,63
"PJ","SUN","2",7,8,9,0,1,0,1,"Y",0,"DROPPED 1 SEED",52,"Yes","IWR + Facilitator",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TRCY",TRUE,0,9,1,0,9,1,52,3.97029191355212,52
"PJ","SUN","2",8,1,0,25,0,0,1,"Y",0,"",18,"Yes","IWR + Facilitator",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TROR",TRUE,0,25,0,0,25,0,18,2.94443897916644,18
"PJ","SUN","2",8,2,8,0,0,0,2,"Y",0,"",135,"Yes","IWR + Facilitator",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TRCY",TRUE,0,8,0,0,8,0,135,4.91265488573605,135
"PJ","SUN","2",8,3,15,0,0,0,1,"Y",0,"",0,"No","High density monoculture",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TROR",TRUE,15,0,0,15,0,0,0,0,0
"PJ","SUN","2",8,4,0,0,0,0,1,"Y",0,"",172,"Yes","lambda",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TRCY",TRUE,0,0,0,0,0,0,172,5.15329159449778,172
"PJ","SUN","2",8,5,0,20,0,1,1,"Y",0,"",37,"Yes","High density monoculture",592,6.21,0.5,99.84,116.3,2300.9,0.050545439,-0.891288866,-0.605538454,"TRCY",TRUE,20,0,0,20,0,0,37,3.63758615972639,37
