1,hetero_x.trend,SE,df,asymp.LCL,asymp.UCL,z.ratio,p.value,estimate_exp,lower_exp,upper_exp,percent_change_per_1SD,lower_percent,upper_percent
overall,-0.27670760694717156,0.04565303083784233,Inf,-0.36618590317443894,-0.18722931071990417,-6.061100476111334,1.3519334156628266e-9,0.7582761793867282,0.693373888820511,0.829253557850915,-24.17238206132718,-30.662611117948902,-17.074644214908496
