1,cons_x.trend,SE,df,asymp.LCL,asymp.UCL,z.ratio,p.value,estimate_exp,lower_exp,upper_exp,percent_change_per_1SD,lower_percent,upper_percent
overall,-0.2044190676369007,0.039667419860186084,Inf,-0.2821657819224943,-0.12667235335130714,-5.15332402151204,2.5590922190888425e-7,0.815120708893223,0.7541486499561029,0.8810222893129422,-18.487929110677705,-24.585135004389713,-11.897771068705776
