1,hetero_x.trend,SE,df,asymp.LCL,asymp.UCL,z.ratio,p.value,estimate_exp,lower_exp,upper_exp,percent_change_per_1SD,lower_percent,upper_percent
overall,-0.2433960229773591,0.04046666700247217,Inf,-0.32270923287658,-0.1640828130781382,-6.014728689231798,1.8018822664887208e-9,0.7839609857237941,0.7241843927703207,0.8486717378510882,-21.603901427620585,-27.581560722967936,-15.132826214891182
