contrast,ratio,SE,df,asymp.LCL,asymp.UCL,null,z.ratio,p.value,percent_change,lower_percent,upper_percent
GH / Ben,0.8986009135218554,0.29655837235702687,Inf,0.39992724995751705,2.0190762241584923,1,-0.32396675670135777,0.9753097270546199,-10.139908647814455,-60.00727500424829,101.90762241584923
Nam / Ben,0.938471201809342,0.3084156702567808,Inf,0.4190942744554403,2.101503767308358,1,-0.1932322010488703,0.9927727196719198,-6.152879819065804,-58.090572554455974,110.15037673083579
PJ / Ben,1.7529834117546086,0.5699469396983324,Inf,0.7895948096542952,3.8918072970011597,1,1.7264469340049176,0.2528838473859861,75.29834117546086,-21.040519034570483,289.180729700116
CS / Ben,0.2669597748040271,0.09995167153028339,Inf,0.10655528045185345,0.6688314371770511,1,-3.5273284260852193,0.0016269344471682157,-73.30402251959728,-89.34447195481465,-33.11685628229489
