1,fac_x.trend,SE,df,asymp.LCL,asymp.UCL,z.ratio,p.value,estimate_exp,lower_exp,upper_exp,percent_change_per_1SD,lower_percent,upper_percent
overall,0.16396894519171162,0.03944512098586571,Inf,0.08665792869358978,0.24127996168983346,4.156887875954704,3.226122228407705e-5,1.1781777264411741,1.090523579083037,1.272877342321452,17.81777264411741,9.052357908303698,27.287734232145212
