contrast,estimate,SE,df,asymp.LCL,asymp.UCL,z.ratio,p.value,context_axis
(cons_x-1) - cons_x0,0.17264994550961815,0.04801531526604379,Inf,0.06011642289228465,0.28518346812695167,3.595726583341116,9.43513137575569e-4,conspecific_density
(cons_x-1) - cons_x1,0.3452998910192363,0.09603063053208757,Inf,0.1202328457845693,0.5703669362539033,3.595726583341116,9.43513137575569e-4,conspecific_density
cons_x0 - cons_x1,0.17264994550961815,0.04801531526604379,Inf,0.06011642289228465,0.28518346812695167,3.595726583341116,9.43513137575569e-4,conspecific_density
(hetero_x-1) - hetero_x0,0.13475544596318306,0.055086178962847565,Inf,0.005649935942674628,0.2638609559836915,2.446265987228263,0.03835951490618106,heterospecific_density
(hetero_x-1) - hetero_x1,0.2695108919263661,0.11017235792569513,Inf,0.011299871885349255,0.527721911967383,2.446265987228263,0.03835951490618106,heterospecific_density
hetero_x0 - hetero_x1,0.13475544596318306,0.055086178962847565,Inf,0.005649935942674628,0.2638609559836915,2.446265987228263,0.03835951490618106,heterospecific_density
