cons_x,fac_x.trend,SE,df,asymp.LCL,asymp.UCL,z.ratio,p.value,estimate_exp,lower_exp,upper_exp,percent_change_per_1SD,lower_percent,upper_percent,context_axis,hetero_x
-1,0.24331616499495717,0.07077489131467835,Inf,0.10459992700845097,0.38203240298146335,3.437888218197725,5.862696610631295e-4,1.2754718199184145,1.1102663339165029,1.4652595631422047,27.547181991841452,11.026633391650286,46.52595631422047,conspecific_density,NA
0,0.07066621948533902,0.04676552768409735,Inf,-0.02099253049350261,0.16232496946418065,1.5110749944423083,0.13076934481374114,1.0732229451711408,0.9792262788791949,1.1762424220887493,7.322294517114081,-2.077372112080511,17.62424220887493,conspecific_density,NA
1,-0.10198372602427913,0.06305461853611338,Inf,-0.22556850741397305,0.021601055365414776,-1.6173870906200125,0.10579475056264671,0.9030442476694568,0.798062385384877,1.0218360471351047,-9.69557523305432,-20.193761461512306,2.1836047135104675,conspecific_density,NA
NA,0.20542166544852208,0.08206285416995425,Inf,0.044581426806849206,0.366261904090195,2.503223505035404,0.012306779836327995,1.2280427790136603,1.0455901123083668,1.4423329460893237,22.80427790136603,4.559011230836685,44.23329460893237,heterospecific_density,-1
NA,0.07066621948533902,0.04676552768409735,Inf,-0.02099253049350261,0.16232496946418065,1.5110749944423083,0.13076934481374114,1.0732229451711408,0.9792262788791949,1.1762424220887493,7.322294517114081,-2.077372112080511,17.62424220887493,heterospecific_density,0
NA,-0.06408922647784404,0.06089902585492408,Inf,-0.1834491238470688,0.0552706708913807,-1.0523850846238456,0.2926229090257473,0.93792130838221,0.8323942236764583,1.0568266281714662,-6.2078691617790005,-16.760577632354167,5.682662817146622,heterospecific_density,1
