contrast,ratio,SE,df,asymp.LCL,asymp.UCL,null,z.ratio,p.value,percent_change,lower_percent,upper_percent
Sun / Shade,2.2866992157689405,0.49495412654901644,Inf,1.4961225989524787,3.495029957477686,1,3.821264003619461,1.3276942838242982e-4,128.66992157689404,49.61225989524787,249.5029957477686
