1,cons_x.trend,SE,df,asymp.LCL,asymp.UCL,z.ratio,p.value,estimate_exp,lower_exp,upper_exp,percent_change_per_1SD,lower_percent,upper_percent
overall,-0.20714189803916755,0.044884072097389885,Inf,-0.29511306282955085,-0.11917073324878423,-4.615042449573405,3.9301497848049354e-6,0.812904292278143,0.7444474133765105,0.8876562353908223,-18.709570772185703,-25.555258662348944,-11.234376460917773
