Cov,response,SE,df,asymp.LCL,asymp.UCL
Sun,14.12122424067117,2.0688375970446264,Inf,10.596601611196855,18.81820052993352
Shade,6.175374593777814,0.9938073431866679,Inf,4.504834582490467,8.465405482745538
