1,cons_x.trend,SE,df,asymp.LCL,asymp.UCL,z.ratio,p.value,estimate_exp,lower_exp,upper_exp,percent_change_per_1SD,lower_percent,upper_percent,species,density,hetero_x.trend,fac_x.trend
overall,-0.20442321580825706,0.03960233774629044,Inf,-0.28204237149457745,-0.12680406012193668,-5.161897691946366,2.4445889054148546e-7,0.8151173276398594,0.7542417255068354,0.8809062603534317,-18.488267236014057,-24.575827449316456,-11.909373964656833,TRCY,conspecific,NA,NA
overall,NA,0.04040912097784864,Inf,-0.32260037706837347,-0.16419953354136285,-6.0233914872410725,1.7079963650722583e-9,0.7839579029385052,0.7242632287384848,0.848572686273506,-21.60420970614948,-27.57367712615152,-15.142731372649399,TRCY,heterospecific,-0.24339995530486816,NA
overall,NA,0.03940242609854204,Inf,0.08675526498127385,0.2412099370945608,4.16173868654207,3.158336448993199e-5,1.1781938155648644,1.090629731766027,1.2727882127213928,17.819381556486434,9.062973176602696,27.278821272139275,TRCY,facilitator,NA,0.1639826010379173
overall,-0.20725820370395318,0.04481496314844037,Inf,-0.29509391744338603,-0.11942248996452032,-4.6247545271308805,3.7504229064809017e-6,0.8128097524018907,0.744461666246157,0.8874327901004041,-18.71902475981093,-25.553833375384304,-11.25672098995959,TROR,conspecific,NA,NA
overall,NA,0.04559326596131604,Inf,-0.3659737221984335,-0.18725140375496274,-6.066960923821342,1.303532559059478e-9,0.7583482523905305,0.6935210251781936,0.8292352373253677,-24.16517476094695,-30.647897482180642,-17.076476267463224,TROR,heterospecific,-0.2766125629766981,NA
overall,NA,0.046710558490168176,Inf,-0.021516350698347647,0.16158567397861484,1.499332568564231,0.13378737732670343,1.0725453567911143,0.9787134746895262,1.1753731527392133,7.254535679111429,-2.1286525310473814,17.53731527392133,TROR,facilitator,NA,0.0700346616401336
