"model","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"Ricker_gaussian_logfit",0,0,-2022.6446716453,28.5104442595247,27.0844757056958,1.22499093499133,4045.2893432906,57.0208885190493
"BH_gaussian_logfit",-0.664981473465389,0.403938379468076,-2023.30965311877,28.5294835547706,27.581862241557,1.25358697968676,4046.61930623753,57.0589671095411
