focsp,n,cons_raw_skew,cons_log1p_skew,hetero_raw_skew,hetero_log1p_skew,fac_raw_skew,fac_log1p_skew
TRCY,725,3.2233566017992463,1.6319586691149113,2.047964586658789,0.8517664154531585,3.4124150289097606,2.0536319204173212
TROR,662,3.0139627246101415,1.691585560420263,2.0373921711351315,0.4296485522416423,4.84021621081608,2.221626885454463
