"Estimate","Est.Error","Q2.5","Q97.5","term"
1.45780774281925,0.7725423426808,-0.286409270255255,2.4504174946666,"focspTRCY"
1.61513950023496,0.771703266422399,-0.117627544577643,2.61936172857706,"focspTROR"
-0.264370848612548,0.132214189847628,-0.526479954142844,-0.00328884125244659,"focspTRCY:SiteGH"
-0.272678763469323,0.132022558658032,-0.534648167183426,-0.0150978762034235,"focspTROR:SiteGH"
0.0802367913543786,0.126290693210434,-0.165034107953845,0.327654160360056,"focspTRCY:SiteNam"
-0.328504123328158,0.133377915714636,-0.591131463949287,-0.0654150040131219,"focspTROR:SiteNam"
0.373069216194535,0.124530913403405,0.132036107165546,0.619657601300565,"focspTRCY:SitePJ"
-0.0726047428277936,0.134191952604778,-0.337500730681554,0.188423458374819,"focspTROR:SitePJ"
-1.46945428755296,0.192608083759538,-1.84177644815054,-1.08266072902208,"focspTRCY:SiteCS"
-1.39166140939963,0.213326258150407,-1.80006745541918,-0.971104273013029,"focspTROR:SiteCS"
0.851886600098417,0.0947948285628305,0.664044847483356,1.03817396549631,"focspTRCY:CovSun"
0.628432230073994,0.0986054888606385,0.433218618493736,0.818807211329697,"focspTROR:CovSun"
0.206849611630153,0.0696249516972223,0.0781359330982886,0.350221166006708,"focspTRCY:fac_sc"
0.0656645083182539,0.0963609955807297,-0.114277929673776,0.263016644928503,"focspTROR:fac_sc"
-0.0127624388617726,0.00425398960324787,-0.0206273808769118,-0.00413350876911819,"focspTRCY:intra_sc"
-0.0180137666676863,0.00760142831570794,-0.032362762338822,-0.00283099636523168,"focspTROR:intra_sc"
-0.026766036840903,0.00617798460960173,-0.0386056568086578,-0.0146182126658283,"focspTRCY:inter_sc"
-0.0110497892994322,0.00323598712490864,-0.0173945934121986,-0.00470548635146759,"focspTROR:inter_sc"
-0.104483124299651,0.0784936140669908,-0.265470545774533,0.0446505557261304,"focspTRCY:CovSun:fac_sc"
0.00551852299052981,0.10138254871779,-0.204865980579686,0.197213268071947,"focspTROR:CovSun:fac_sc"
