"Estimate","Est.Error","Q2.5","Q97.5","term"
1.57471358787383,0.755749322358289,-0.165122871895138,2.53945109504855,"focspTRCY"
1.488523229641,0.754454677210896,-0.239511338536291,2.45079992645959,"focspTROR"
0.734779040099737,0.0895526250542198,0.556051622581351,0.910411599457421,"focspTRCY:CovSun"
0.524976545376798,0.0940852845455605,0.338633774114017,0.709279555432074,"focspTROR:CovSun"
0.126566369078729,0.0344125678726706,0.0592514272732779,0.194788496712959,"focspTRCY:fac_sc"
0.105671525226229,0.0363065926447055,0.034810069261172,0.177907569911444,"focspTROR:fac_sc"
-0.0106011624986246,0.00416434598639331,-0.0187231876727278,-0.00230306623552204,"focspTRCY:intra_sc"
-0.0172714763061556,0.00793177319792005,-0.0322838734643017,-0.00153901713346813,"focspTROR:intra_sc"
-0.0230204325258444,0.00634084402069122,-0.0353673691696419,-0.0105454357355229,"focspTRCY:inter_sc"
-0.0107978726052081,0.00327536154812258,-0.0170368950596172,-0.00419401250169412,"focspTROR:inter_sc"
