"model","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"gaussian_logfit",0,0,-2063.96658494516,28.2255895453151,28.5971965589033,2.99399066402811,4127.93316989032,56.4511790906301
"negbin_count",-2946.03516715613,47.0429415920025,-5010.00175210129,49.5518356472017,35.1415858773957,4.02062469506855,10020.0035042026,99.1036712944035
"gaussian_raw",-4225.04487774873,91.8282710224317,-6289.01146269389,100.361607259788,58.7811006611244,11.0969660361512,12578.0229253878,200.723214519577
"poisson_count",-12424.8364530638,797.354507801392,-14488.8030380089,814.72529721034,640.159518228185,69.1330138698964,28977.6060760179,1629.45059442068
