"Estimate","Est.Error","Q2.5","Q97.5","term"
1.18483559885567,0.820716208604997,-0.454125548218468,2.54797211200899,"focspTRCY"
1.2609211329971,0.82126015170629,-0.380686844549995,2.62900204601626,"focspTROR"
0.654271288515854,0.112711035463527,0.429150741704892,0.875171702963753,"focspTRCY:SitePJ"
0.0692943757122146,0.119131901665636,-0.161692810647289,0.306616820196574,"focspTROR:SitePJ"
0.174204009459656,0.0732103131882498,0.0415927774391549,0.325107676145884,"focspTRCY:fac_sc"
0.0764457289387175,0.0604157616207861,-0.0340265456541971,0.198011011729056,"focspTROR:fac_sc"
-0.0208418276773285,0.00491772677048765,-0.0302003899957455,-0.0109845719798917,"focspTRCY:intra_sc"
-0.0260860751859286,0.00934411694130974,-0.0436315731565598,-0.00722573000315917,"focspTROR:intra_sc"
-0.0451556068963589,0.00757306123591334,-0.0595588680427027,-0.0300474819071871,"focspTRCY:inter_sc"
-0.0143388755610255,0.00414607620963612,-0.0222250189108317,-0.00603150498727051,"focspTROR:inter_sc"
