"Site","Cov","BLK","Col","Row","TROR","TRCY","NO_GRASS","NO_FORB","NO_FOCAL","FOCAL_GERM","CHANGED_FOCAL","NOTES","fitness","Germination","dens_trt","CEC","pH","NO3.N","mean_percent_open","precip","pet","water_in_out","PC1","PC2","focsp","germ","intra","inter","fac","intra_sc","inter_sc","fac_sc"
"Ben","Sun","3",4,7,0,0,1,1,1,"Y",0,"",12,"Yes","lambda",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TROR",TRUE,0,0,1,0,0,1
"Ben","Sun","3",5,1,1,0,1,0,1,"Y",0,"",4,"Yes","High density monoculture",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TROR",TRUE,1,0,1,1,0,1
"Ben","Sun","3",5,2,0,7,3,0,1,"Y",0,"",10,"Yes","High density monoculture",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TRCY",TRUE,7,0,3,7,0,3
"Ben","Sun","3",5,3,0,11,2,1,1,"Y",0,"",16,"Yes","Invasion when rare (IWR)",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TROR",TRUE,0,11,2,0,11,2
"Ben","Sun","3",5,4,0,11,10,0,1,"Y",0,"",10,"Yes","IWR + Facilitator",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TROR",TRUE,0,11,10,0,11,10
"Ben","Sun","3",5,5,9,0,8,2,1,"Y",0,"",35,"Yes","Invasion when rare (IWR)",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TRCY",TRUE,0,9,8,0,9,8
"Ben","Sun","3",5,6,1,0,2,0,1,"Y",0,"",50,"Yes","lambda",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TROR",TRUE,1,0,2,1,0,2
"Ben","Sun","3",5,7,8,0,5,0,1,"Y",0,"",46,"Yes","IWR + Facilitator",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TRCY",TRUE,0,8,5,0,8,5
"Ben","Sun","3",5,8,0,0,1,0,2,"Y",0,"",81,"Yes","lambda",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TRCY",TRUE,0,0,1,0,0,1
"Ben","Sun","3",6,1,0,0,7,1,1,"Y",0,"",15,"Yes","lambda",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TRCY",TRUE,0,0,7,0,0,7
"Ben","Sun","3",6,2,0,25,2,0,1,"Y",0,"",27,"Yes","High density monoculture",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TRCY",TRUE,25,0,2,25,0,2
"Ben","Sun","3",6,3,0,13,2,3,1,"Y",0,"",2,"Yes","Invasion when rare (IWR)",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TROR",TRUE,0,13,2,0,13,2
"Ben","Sun","3",6,5,12,0,8,0,1,"Y",2,"",8,"Yes","IWR + Facilitator",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TRCY",TRUE,0,12,8,0,12,8
"Ben","Sun","3",6,6,25,0,3,3,1,"Y",0,"",12,"Yes","High density monoculture",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TROR",TRUE,25,0,3,25,0,3
"Ben","Sun","3",6,7,0,0,3,3,1,"Y",1,"",16,"Yes","Invasion when rare (IWR)",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TRCY",TRUE,0,0,3,0,0,3
"Ben","Sun","3",6,8,0,6,9,1,1,"Y",1,"",51,"Yes","IWR + Facilitator",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TROR",TRUE,0,6,9,0,6,9
"Ben","Sun","3",7,1,12,0,7,0,2,"Y",0,"",19,"Yes","Invasion when rare (IWR)",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TRCY",TRUE,0,12,7,0,12,7
"Ben","Sun","3",7,2,0,0,1,0,1,"Y",0,"",63,"Yes","lambda",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TROR",TRUE,0,0,1,0,0,1
"Ben","Sun","3",7,3,10,0,2,3,1,"Y",0,"",27,"Yes","High density monoculture",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TROR",TRUE,10,0,2,10,0,2
"Ben","Sun","3",7,4,5,0,2,3,1,"Y",0,"",19,"Yes","IWR + Facilitator",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TRCY",TRUE,0,5,2,0,5,2
"Ben","Sun","3",7,5,0,0,1,5,1,"Y",0,"",68,"Yes","lambda",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TRCY",TRUE,0,0,1,0,0,1
"Ben","Sun","3",7,6,0,21,6,1,1,"Y",1,"",12,"Yes","IWR + Facilitator",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TROR",TRUE,0,21,6,0,21,6
"Ben","Sun","3",7,7,0,12,1,0,1,"Y",0,"",14,"Yes","High density monoculture",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TRCY",TRUE,12,0,1,12,0,1
"Ben","Sun","3",7,8,0,8,2,1,1,"Y",1,"",0,"No","Invasion when rare (IWR)",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TROR",TRUE,0,8,2,0,8,2
"Ben","Sun","3",8,1,0,0,5,1,1,"Y",0,"",84,"Yes","lambda",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TRCY",TRUE,0,0,5,0,0,5
"Ben","Sun","3",8,2,0,5,0,2,1,"Y",1,"",65,"Yes","Invasion when rare (IWR)",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TROR",TRUE,0,5,0,0,5,0
"Ben","Sun","3",8,3,10,0,1,2,1,"Y",0,"",110,"Yes","Invasion when rare (IWR)",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TRCY",TRUE,0,10,1,0,10,1
"Ben","Sun","3",8,4,19,0,1,1,1,"Y",2,"",19,"Yes","IWR + Facilitator",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TRCY",TRUE,0,19,1,0,19,1
"Ben","Sun","3",8,5,0,3,2,4,1,"Y",0,"",68,"Yes","High density monoculture",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TRCY",TRUE,3,0,2,3,0,2
"Ben","Sun","3",8,6,0,47,2,0,1,"Y",0,"",6,"Yes","IWR + Facilitator",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TROR",TRUE,0,47,2,0,47,2
"Ben","Sun","3",8,8,16,0,4,3,1,"Y",0,"",24,"Yes","High density monoculture",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TROR",TRUE,16,0,4,16,0,4
"Ben","Sun","3",9,1,3,0,1,0,1,"Y",2,"",44,"Yes","Invasion when rare (IWR)",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TRCY",TRUE,0,3,1,0,3,1
"Ben","Sun","3",9,2,0,22,0,1,1,"Y",0,"",33,"Yes","High density monoculture",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TRCY",TRUE,22,0,0,22,0,0
"Ben","Sun","3",9,3,0,0,2,1,1,"Y",0,"",109,"Yes","lambda",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TRCY",TRUE,0,0,2,0,0,2
"Ben","Sun","3",9,4,0,6,2,1,1,"Y",0,"",42,"Yes","IWR + Facilitator",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TROR",TRUE,0,6,2,0,6,2
"Ben","Sun","3",9,5,14,0,3,0,1,"Y",0,"",30,"Yes","IWR + Facilitator",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TRCY",TRUE,0,14,3,0,14,3
"Ben","Sun","3",9,6,3,0,0,0,1,"Y",0,"",37,"Yes","High density monoculture",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TROR",TRUE,3,0,0,3,0,0
"Ben","Sun","3",9,7,0,3,2,0,1,"Y",1,"",71,"Yes","Invasion when rare (IWR)",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TROR",TRUE,0,3,2,0,3,2
"Ben","Sun","3",10,1,0,41,1,4,1,"Y",0,"",11,"Yes","IWR + Facilitator",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TROR",TRUE,0,41,1,0,41,1
"Ben","Sun","3",10,2,0,0,0,0,0,"Y",0,"",0,"No","lambda",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TRCY",TRUE,0,0,0,0,0,0
"Ben","Sun","3",10,3,0,40,0,2,1,"Y",0,"",16,"Yes","High density monoculture",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TRCY",TRUE,40,0,0,40,0,0
"Ben","Sun","3",10,4,0,0,0,0,1,"Y",0,"",27,"Yes","lambda",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TROR",TRUE,0,0,0,0,0,0
"Ben","Sun","3",10,5,22,0,2,0,2,"Y",0,"",0,"No","IWR + Facilitator",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TRCY",TRUE,0,22,2,0,22,2
"Ben","Sun","3",10,6,14,0,1,2,1,"Y",0,"",58,"Yes","High density monoculture",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TROR",TRUE,14,0,1,14,0,1
"Ben","Sun","3",10,7,24,0,0,1,1,"Y",0,"",21,"Yes","Invasion when rare (IWR)",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TRCY",TRUE,0,24,0,0,24,0
"Ben","Sun","3",10,8,0,3,1,3,1,"Y",1,"",58,"Yes","Invasion when rare (IWR)",529.9,5.71,1.15,88.4,119.6,1718.6,0.069591528,-0.41738056,-0.038296103,"TROR",TRUE,0,3,1,0,3,1
"Nam","Shade","2",1,6,0,5,0,0,1,"Y",0,"",4,"Yes","High density monoculture",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TRCY",TRUE,5,0,0,5,0,0
"Nam","Shade","2",2,3,0,14,0,0,1,"Y",0,"",2,"Yes","Invasion when rare (IWR)",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TROR",TRUE,0,14,0,0,14,0
"Nam","Shade","2",2,5,0,0,0,0,1,"Y",2,"",1,"Yes","IWR + Facilitator",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TRCY",TRUE,0,0,0,0,0,0
"Nam","Shade","2",2,6,0,10,1,1,1,"Y",0,"",3,"Yes","High density monoculture",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TRCY",TRUE,10,0,1,10,0,1
"Nam","Shade","2",2,7,9,0,0,0,1,"Y",0,"",1,"Yes","High density monoculture",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TROR",TRUE,9,0,0,9,0,0
"Nam","Shade","2",3,3,0,12,1,1,1,"Y",1,"",4,"Yes","IWR + Facilitator",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TROR",TRUE,0,12,1,0,12,1
"Nam","Shade","2",3,5,5,0,0,0,1,"Y",0,"",4,"Yes","IWR + Facilitator",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TRCY",TRUE,0,5,0,0,5,0
"Nam","Shade","2",3,6,14,0,0,0,1,"Y",0,"",6,"Yes","Invasion when rare (IWR)",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TRCY",TRUE,0,14,0,0,14,0
"Nam","Shade","2",3,7,0,24,0,0,1,"Y",0,"",3,"Yes","Invasion when rare (IWR)",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TROR",TRUE,0,24,0,0,24,0
"Nam","Shade","2",4,1,0,17,0,0,1,"Y",0,"",2,"Yes","IWR + Facilitator",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TROR",TRUE,0,17,0,0,17,0
"Nam","Shade","2",4,2,0,2,0,0,1,"Y",0,"",4,"Yes","High density monoculture",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TRCY",TRUE,2,0,0,2,0,0
"Nam","Shade","2",4,5,12,0,0,0,1,"Y",2,"",2,"Yes","IWR + Facilitator",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TRCY",TRUE,0,12,0,0,12,0
"Nam","Shade","2",4,6,0,23,0,0,1,"Y",0,"",6,"Yes","Invasion when rare (IWR)",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TRCY",TRUE,23,0,0,23,0,0
"Nam","Shade","2",5,2,0,0,0,0,1,"Y",2,"",2,"Yes","Invasion when rare (IWR)",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TRCY",TRUE,0,0,0,0,0,0
"Nam","Shade","2",5,3,5,0,0,0,1,"Y",2,"",3,"Yes","IWR + Facilitator",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TRCY",TRUE,0,5,0,0,5,0
"Nam","Shade","2",5,7,0,1,0,0,1,"Y",0,"",3,"Yes","High density monoculture",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TRCY",TRUE,1,0,0,1,0,0
"Nam","Shade","2",5,8,0,0,0,0,1,"Y",1,"",0,"No","High density monoculture",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TROR",TRUE,0,0,0,0,0,0
"Nam","Shade","2",6,1,0,7,0,0,1,"Y",1,"",2,"Yes","Invasion when rare (IWR)",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TROR",TRUE,0,7,0,0,7,0
"Nam","Shade","2",6,2,0,0,0,0,1,"Y",0,"",6,"Yes","High density monoculture",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TROR",TRUE,0,0,0,0,0,0
"Nam","Shade","2",6,3,17,0,0,0,1,"Y",0,"",2,"Yes","IWR + Facilitator",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TRCY",TRUE,0,17,0,0,17,0
"Nam","Shade","2",6,8,0,0,0,0,1,"Y",1,"",3,"Yes","IWR + Facilitator",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TROR",TRUE,0,0,0,0,0,0
"Nam","Shade","2",7,1,11,0,0,0,1,"Y",0,"",6,"Yes","High density monoculture",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TROR",TRUE,11,0,0,11,0,0
"Nam","Shade","2",7,2,0,0,0,0,0,"Y",0,"",8,"Yes","Invasion when rare (IWR)",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TROR",TRUE,0,0,0,0,0,0
"Nam","Shade","2",7,3,0,38,0,0,1,"Y",1,"",2,"Yes","IWR + Facilitator",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TROR",TRUE,0,38,0,0,38,0
"Nam","Shade","2",7,4,17,0,0,0,1,"Y",2,"",5,"Yes","IWR + Facilitator",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TRCY",TRUE,0,17,0,0,17,0
"Nam","Shade","2",7,5,0,0,0,0,0,"Y",0,"",0,"No","High density monoculture",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TRCY",TRUE,0,0,0,0,0,0
"Nam","Shade","2",7,6,0,0,0,0,1,"Y",0,"",7,"Yes","lambda",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TROR",TRUE,0,0,0,0,0,0
"Nam","Shade","2",7,7,0,0,0,0,0,"Y",0,"",0,"No","lambda",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TRCY",TRUE,0,0,0,0,0,0
"Nam","Shade","2",7,8,0,0,0,0,0,"Y",0,"",0,"No","Invasion when rare (IWR)",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TRCY",TRUE,0,0,0,0,0,0
"Nam","Shade","2",8,1,0,25,0,0,1,"Y",0,"",10,"Yes","High density monoculture",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TRCY",TRUE,25,0,0,25,0,0
"Nam","Shade","2",8,2,0,0,0,0,1,"Y",0,"",0,"No","lambda",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TRCY",TRUE,0,0,0,0,0,0
"Nam","Shade","2",8,3,0,28,0,0,1,"Y",1,"",4,"Yes","Invasion when rare (IWR)",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TROR",TRUE,0,28,0,0,28,0
"Nam","Shade","2",8,4,17,0,0,0,1,"Y",0,"",0,"No","High density monoculture",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TROR",TRUE,17,0,0,17,0,0
"Nam","Shade","2",8,7,12,0,0,0,1,"Y",0,"",3,"Yes","IWR + Facilitator",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TRCY",TRUE,0,12,0,0,12,0
"Nam","Shade","2",8,8,5,0,0,0,1,"Y",0,"",4,"Yes","Invasion when rare (IWR)",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TRCY",TRUE,0,5,0,0,5,0
"Nam","Shade","2",9,1,0,0,0,0,1,"Y",0,"",15,"Yes","lambda",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TRCY",TRUE,0,0,0,0,0,0
"Nam","Shade","2",9,3,0,23,0,0,1,"Y",0,"",3,"Yes","High density monoculture",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TRCY",TRUE,23,0,0,23,0,0
"Nam","Shade","2",9,5,0,9,0,0,1,"Y",0,"",2,"Yes","IWR + Facilitator",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TROR",TRUE,0,9,0,0,9,0
"Nam","Shade","2",9,6,12,0,0,0,1,"Y",0,"",4,"Yes","Invasion when rare (IWR)",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TRCY",TRUE,0,12,0,0,12,0
"Nam","Shade","2",9,7,6,0,0,0,1,"Y",0,"",4,"Yes","High density monoculture",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TROR",TRUE,6,0,0,6,0,0
"Nam","Shade","2",9,8,0,4,0,0,1,"Y",1,"",4,"Yes","Invasion when rare (IWR)",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TROR",TRUE,0,4,0,0,4,0
"Nam","Shade","2",10,4,0,0,0,0,1,"Y",0,"",0,"No","Invasion when rare (IWR)",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TRCY",TRUE,0,0,0,0,0,0
"Nam","Shade","2",10,5,6,0,0,0,1,"Y",0,"MISSING ONE INFLOR",4,"Yes","High density monoculture",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TROR",TRUE,6,0,0,6,0,0
"Nam","Shade","2",10,6,0,31,0,0,1,"Y",0,"",4,"Yes","High density monoculture",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TRCY",TRUE,31,0,0,31,0,0
"Nam","Shade","2",10,7,32,0,0,0,1,"Y",0,"",3,"Yes","Invasion when rare (IWR)",867.8,6.23,4,66.56,120.1,1974.1,0.06083785,0.317979689,-0.745113553,"TROR",TRUE,32,0,0,32,0,0
"Nam","Shade","3",1,1,0,9,1,0,1,"Y",0,"",6,"Yes","IWR + Facilitator",601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076,"TROR",TRUE,0,9,1,0,9,1
"Nam","Shade","3",1,2,0,28,3,0,1,"Y",0,"",3,"Yes","High density monoculture",601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076,"TRCY",TRUE,28,0,3,28,0,3
"Nam","Shade","3",1,3,6,0,0,0,2,"Y",0,"",8,"Yes","Invasion when rare (IWR)",601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076,"TRCY",TRUE,0,6,0,0,6,0
"Nam","Shade","3",1,4,14,0,0,0,1,"Y",0,"",5,"Yes","High density monoculture",601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076,"TROR",TRUE,14,0,0,14,0,0
"Nam","Shade","3",1,5,9,0,0,0,1,"Y",0,"",13,"Yes","IWR + Facilitator",601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076,"TRCY",TRUE,0,9,0,0,9,0
"Nam","Shade","3",1,6,0,0,0,0,2,"Y",0,"",8,"Yes","lambda",601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076,"TROR",TRUE,0,0,0,0,0,0
"Nam","Shade","3",1,8,0,0,3,0,1,"Y",0,"",13,"Yes","lambda",601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076,"TRCY",TRUE,0,0,3,0,0,3
"Nam","Shade","3",2,1,0,27,0,2,1,"Y",0,"",19,"Yes","IWR + Facilitator",601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076,"TROR",TRUE,0,27,0,0,27,0
"Nam","Shade","3",2,2,0,0,0,0,1,"Y",0,"",4,"Yes","lambda",601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076,"TROR",TRUE,0,0,0,0,0,0
"Nam","Shade","3",2,3,3,0,1,3,1,"Y",2,"",4,"Yes","Invasion when rare (IWR)",601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076,"TRCY",TRUE,0,3,1,0,3,1
"Nam","Shade","3",2,4,0,0,1,1,1,"Y",0,"",19,"Yes","lambda",601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076,"TRCY",TRUE,0,0,1,0,0,1
"Nam","Shade","3",2,5,19,0,0,2,1,"Y",0,"",4,"Yes","High density monoculture",601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076,"TROR",TRUE,19,0,0,19,0,0
"Nam","Shade","3",2,6,0,4,0,1,2,"Y",0,"",6,"Yes","Invasion when rare (IWR)",601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076,"TROR",TRUE,0,4,0,0,4,0
"Nam","Shade","3",2,7,12,0,1,2,1,"Y",2,"",4,"Yes","IWR + Facilitator",601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076,"TRCY",TRUE,0,12,1,0,12,1
"Nam","Shade","3",3,2,0,46,0,0,2,"Y",0,"",2,"Yes","Invasion when rare (IWR)",601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076,"TROR",TRUE,0,46,0,0,46,0
"Nam","Shade","3",3,3,4,0,1,0,2,"Y",0,"",10,"Yes","Invasion when rare (IWR)",601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076,"TRCY",TRUE,0,4,1,0,4,1
"Nam","Shade","3",3,4,0,0,0,0,1,"Y",1,"",31,"Yes","IWR + Facilitator",601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076,"TROR",TRUE,0,0,0,0,0,0
"Nam","Shade","3",3,5,0,0,3,3,7,"Y",0,"",8,"Yes","lambda",601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076,"TRCY",TRUE,0,0,3,0,0,3
"Nam","Shade","3",3,6,0,28,0,1,1,"Y",0,"",6,"Yes","High density monoculture",601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076,"TRCY",TRUE,28,0,0,28,0,0
"Nam","Shade","3",3,7,4,0,1,7,1,"Y",0,"",6,"Yes","High density monoculture",601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076,"TROR",TRUE,4,0,1,4,0,1
"Nam","Shade","3",3,8,3,0,0,1,1,"Y",2,"",13,"Yes","IWR + Facilitator",601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076,"TRCY",TRUE,0,3,0,0,3,0
"Nam","Shade","3",4,1,0,0,3,0,1,"Y",0,"",34,"Yes","lambda",601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076,"TRCY",TRUE,0,0,3,0,0,3
"Nam","Shade","3",4,2,0,51,0,1,1,"Y",0,"",0,"No","High density monoculture",601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076,"TRCY",TRUE,51,0,0,51,0,0
"Nam","Shade","3",4,3,25,0,0,1,1,"Y",0,"",4,"Yes","High density monoculture",601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076,"TROR",TRUE,25,0,0,25,0,0
"Nam","Shade","3",4,4,17,0,0,2,2,"Y",0,"",7,"Yes","Invasion when rare (IWR)",601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076,"TRCY",TRUE,0,17,0,0,17,0
"Nam","Shade","3",4,5,0,49,1,2,2,"Y",0,"",4,"Yes","IWR + Facilitator",601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076,"TROR",TRUE,0,49,1,0,49,1
"Nam","Shade","3",4,6,0,28,0,1,1,"Y",0,"",34,"Yes","IWR + Facilitator",601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076,"TRCY",TRUE,28,0,0,28,0,0
"Nam","Shade","3",4,7,0,0,0,2,1,"Y",0,"",11,"Yes","lambda",601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076,"TROR",TRUE,0,0,0,0,0,0
"Nam","Shade","3",4,8,0,9,1,0,1,"Y",1,"",5,"Yes","Invasion when rare (IWR)",601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076,"TROR",TRUE,0,9,1,0,9,1
