"Estimate","Est.Error","Q2.5","Q97.5","term"
0.726498812573378,0.110888076919278,0.507156804581039,0.943216431831796,"focspTRCY:SitePJ"
0.20192328363015,0.116530279327574,-0.0262519872428155,0.434749499841446,"focspTROR:SitePJ"
0.740090536621835,0.113529196013945,0.516264385662787,0.962010819545912,"focspTRCY:CovSUN"
0.676235815156581,0.117069611024005,0.450416325644136,0.907131273269793,"focspTROR:CovSUN"
0.195913904069426,0.255439255317797,-0.295998472074318,0.699235019357912,"focspTRCY:fac_sc"
-0.342583350761737,0.290548892432592,-0.892512964900355,0.243369760657111,"focspTROR:fac_sc"
-0.0882110508038698,0.256709691617303,-0.587336114728976,0.40884046983217,"focspTRCY:SitePJ:fac_sc"
0.268971987938431,0.30538803073575,-0.326808612951052,0.859711448824547,"focspTROR:SitePJ:fac_sc"
0.00171512116813677,0.255442866804049,-0.49916140332995,0.497816463975748,"focspTRCY:CovSUN:fac_sc"
0.426806419467988,0.293589425695476,-0.157633627804745,0.983135361426949,"focspTROR:CovSUN:fac_sc"
