"Estimate","Est.Error","Q2.5","Q97.5","term"
1.23213861086644,0.642090079491146,-0.274721668730004,2.17169687122148,"focspTRCY"
1.32898176636198,0.641206877060989,-0.156249480344088,2.26673600051451,"focspTROR"
0.718225298917069,0.109300403856879,0.505052672032943,0.935749936904284,"focspTRCY:SitePJ"
0.221195961618202,0.115324141008327,-0.00268490494093411,0.450389717874181,"focspTROR:SitePJ"
0.737849087517115,0.11707490209584,0.508201339696883,0.968436155736739,"focspTRCY:CovSUN"
0.690315379294666,0.118289219423615,0.457683639061215,0.926136163797236,"focspTROR:CovSUN"
0.110809483739879,0.0814323831071547,-0.0296014369895886,0.28847186481864,"focspTRCY:fac_sc"
-0.115119535485523,0.121998889839382,-0.336243175814632,0.141935080017469,"focspTROR:fac_sc"
-0.0138436477394725,0.00471626036883754,-0.0227971272269154,-0.00443925694202932,"focspTRCY:intra_sc"
-0.0118240904290769,0.00879316235191749,-0.0284047161372177,0.00590800668062517,"focspTROR:intra_sc"
-0.0267235022411764,0.00737612960290219,-0.0411095239953553,-0.0119816847194454,"focspTRCY:inter_sc"
-0.00964488869993842,0.00392030945991281,-0.0171555214432035,-0.00180141279133552,"focspTROR:inter_sc"
0.0801021632904627,0.127868973464628,-0.176025491237579,0.33411747616306,"focspTRCY:CovSUN:fac_sc"
0.204161792346984,0.13640479405224,-0.0746728344957911,0.46102800138514,"focspTROR:CovSUN:fac_sc"
