"focsp","Site","Cov","fac_sc","lambda_med","lambda_lwr","lambda_upr"
"TRCY","GH","Shade",0,5.1871123194124,2.49761675133893,11.5675390402456
"TRCY","GH","Shade",1,7.70178854717286,3.63628073984087,17.5033997558937
"TRCY","GH","Shade",2,11.4881097690899,4.74262559861921,29.1135617832507
"TRCY","GH","Shade",2.5,14.0468893237971,5.31498909184616,38.3493019869109
"TRCY","GH","Shade",3,17.2064692977049,5.92795006239006,51.1845278310013
"TRCY","GH","Shade",4,25.577166606183,7.0038691247007,92.1302389716796
"TRCY","GH","Shade",4.5,31.1424690956549,7.52720606202029,125.546021875203
"TRCY","GH","Shade",5,38.0002120182618,8.11519580320394,172.739722785176
"TRCY","GH","Shade",6,56.3303381733145,9.45533697013938,327.505890757641
"TRCY","GH","Shade",7,83.6780991017918,10.7260018239857,613.547947998088
"TRCY","GH","Shade",7.11764705882353,87.6830567607852,10.9117684252957,664.213759315427
"TRCY","GH","Shade",8,124.515135555471,12.042139186862,1187.1275491407
"TRCY","GH","Shade",9,184.291995422583,13.7740190575126,2244.36662937455
"TRCY","GH","Shade",10,274.51933740611,15.5933548900423,4281.22752707658
"TRCY","GH","Shade",17,4403.10132833214,34.1652608880758,450369.25619176
"TRCY","GH","Sun",0,10.7017672741066,5.19305205505367,23.6389519026143
"TRCY","GH","Sun",1,13.1144337138093,6.31677032640021,29.5334852285206
"TRCY","GH","Sun",2,16.2266266690224,7.16749747738499,38.6356898410813
"TRCY","GH","Sun",2.5,17.9971382068448,7.50973130307215,45.1678580422529
"TRCY","GH","Sun",3,19.9980172305388,7.92768706476619,52.9907736756517
"TRCY","GH","Sun",4,24.6482599267836,8.37323701902111,73.8112683632724
"TRCY","GH","Sun",4.5,27.3828582664981,8.67957030034679,87.397611994869
"TRCY","GH","Sun",5,30.4370548957604,8.86373636030248,105.889149720442
"TRCY","GH","Sun",6,37.3412660658953,9.05730908248548,154.986488140027
"TRCY","GH","Sun",7,45.8347782440453,9.19412012625606,232.561602975955
"TRCY","GH","Sun",7.11764705882353,47.0159504140937,9.20316493629958,243.801806770178
