focsp,Site,Cov,fac_sc,lambda_med,lambda_lwr,lambda_upr
TRCY,NAM,Sun,7.117647058823529,27.67360157692707,7.865801162974308,74.41549172029379
TRCY,NAM,Sun,8,31.84204173934635,8.34830607284305,93.494409114433
TRCY,NAM,Sun,9,37.21475748705088,9.07774562817461,121.09490149361955
TRCY,NAM,Sun,10,43.55993256289444,9.65517486811118,160.6699812488959
TRCY,NAM,Sun,17,131.71744896070857,13.267698917573421,1134.89636814775
TRCY,PJ,Shade,0,8.594106558794632,2.9178027805880093,13.611095722010592
TRCY,PJ,Shade,1,9.639657209428268,3.2547744142730726,15.704817171523336
TRCY,PJ,Shade,2,10.819588010926115,3.5935029972003427,18.746339303243186
TRCY,PJ,Shade,2.5,11.437036225090583,3.8042896576981526,20.69934185672073
TRCY,PJ,Shade,3,12.110239517717295,3.9653476787992763,22.882972790582386
TRCY,PJ,Shade,4,13.563270428006266,4.231775147979863,28.538125057916723
TRCY,PJ,Shade,4.5,14.38748551910524,4.342135521795014,32.057657416654756
TRCY,PJ,Shade,5,15.23454422203064,4.423251992662859,36.231118123801814
TRCY,PJ,Shade,6,17.1414713695736,4.4569234873267645,46.50780280460506
TRCY,PJ,Shade,7,19.17368924535422,4.485345342189302,59.89595901507233
TRCY,PJ,Shade,7.117647058823529,19.445622229460554,4.471064133883606,61.80516681117213
TRCY,PJ,Shade,8,21.580103832143458,4.409056385439992,77.16213164208312
TRCY,PJ,Shade,9,24.26426413834319,4.335457784731714,101.10812631371218
TRCY,PJ,Shade,10,27.214583178973246,4.263757546815831,130.72409384267831
TRCY,PJ,Shade,17,61.50012065577648,3.4720863673272424,848.2679424815016
TRCY,PJ,Sun,0,18.304824695724896,6.273504657171851,28.86308540822877
TRCY,PJ,Sun,1,16.912323056092312,5.7244911825801985,27.864678973578616
TRCY,PJ,Sun,2,15.540987561804045,5.038980288658514,29.630401209065063
TRCY,PJ,Sun,2.5,14.898715496848684,4.692959019837465,30.98046898259959
TRCY,PJ,Sun,3,14.281295924487285,4.318852747047667,32.68370227263646
TRCY,PJ,Sun,4,13.142259288668093,3.475775468623213,37.106432538098936
TRCY,PJ,Sun,4.5,12.604738575958038,3.071289698458049,40.06563905799515
TRCY,PJ,Sun,5,12.139476010735024,2.6745473209913393,43.00778149007774
TRCY,PJ,Sun,6,11.245966372132312,2.0255539908424756,50.11776195483774
TRCY,PJ,Sun,7,10.414570701983394,1.5221277804433284,58.26059675330294
TRCY,PJ,Sun,7.117647058823529,10.333913590833205,1.4749303972904293,59.3014966485224
TRCY,PJ,Sun,8,9.634424064923948,1.1399674303203915,68.38944661014848
TRCY,PJ,Sun,9,8.904873600098458,0.832102237010024,79.83548003787486
TRCY,PJ,Sun,10,8.184068697550643,0.6281306021368057,92.3088241306469
TRCY,PJ,Sun,17,4.823106082332989,0.07154288298894874,292.88335365240766
TRCY,CS,Shade,0,1.3848772360946224,0.44311892228285915,2.5502444405759266
TRCY,CS,Shade,1,0.725237043261564,0.080796093667788,2.599706542781058
TRCY,CS,Shade,2,0.39641529606864767,0.006260048893580111,4.154729079482935
TRCY,CS,Shade,2.5,0.2926193634545101,0.0016551609084751095,5.249312364668015
TRCY,CS,Shade,3,0.21780250479109642,4.424298261601695e-4,6.931195320117827
TRCY,CS,Shade,4,0.12015771691351577,3.291983551308743e-5,11.992058380922861
TRCY,CS,Shade,4.5,0.08800370854719247,9.073319536081494e-6,15.688971710940782
TRCY,CS,Shade,5,0.06451524767004596,2.4988055873786434e-6,20.76116642367372
TRCY,CS,Shade,6,0.03583024752152324,1.7275365391199955e-7,36.59349611194335
TRCY,CS,Shade,7,0.019581942947227628,1.376027452488313e-8,63.22331093439112
TRCY,CS,Shade,7.117647058823529,0.018255779592330712,1.0084838638831189e-8,67.113168975317
TRCY,CS,Shade,8,0.010670171178738107,9.978238968742164e-10,110.74056482919613
TRCY,CS,Shade,9,0.005897946692040067,7.498117162517453e-11,195.94221442363317
TRCY,CS,Shade,10,0.003183979723144696,5.49523153453227e-12,335.46242338503447
TRCY,CS,Shade,17,4.801725602339183e-5,6.379359623907118e-20,16211.11587026932
TRCY,CS,Sun,0,2.9635002337744014,0.9767715337677317,5.3162328896444215
TRCY,CS,Sun,1,1.2800743734700966,0.14176574533174102,4.547091863831058
TRCY,CS,Sun,2,0.579266758521549,0.009392089494729831,5.910009413769603
TRCY,CS,Sun,2.5,0.386295640147307,0.0023108136769026746,7.043952036819823
TRCY,CS,Sun,3,0.2595870338073642,5.752193081999946e-4,8.241312282519388
TRCY,CS,Sun,4,0.1185660668546359,3.5160869562756255e-5,12.191666751535879
TRCY,CS,Sun,4.5,0.07976218824092715,8.678345581874914e-6,14.338381251345973
TRCY,CS,Sun,5,0.053680711755298705,2.099823585914699e-6,17.163244100072163
TRCY,CS,Sun,6,0.024047657942505258,1.254397688631215e-7,24.98829457113823
TRCY,CS,Sun,7,0.011121482436285775,7.537669532517979e-9,36.38333618246252
TRCY,CS,Sun,7.117647058823529,0.010100834956602233,5.4151614122803e-9,38.031042742239144
TRCY,CS,Sun,8,0.004967288769401179,4.503627749637553e-10,51.516742101144516
TRCY,CS,Sun,9,0.002240752271268672,2.7040540161457196e-11,74.21619219621952
TRCY,CS,Sun,10,0.0010254891453863307,1.6390990259471064e-12,106.05491139332406
TRCY,CS,Sun,17,4.0634651150545065e-6,3.9220129744452725e-21,1336.4128860788185
TROR,BEN,Shade,0,6.132379219161297,2.0417975922144502,9.904116310242323
TROR,BEN,Shade,1,7.123510257493189,2.359751046236286,11.789342543311893
TROR,BEN,Shade,2,8.226291715431435,2.6728642358826864,15.651069368758618
TROR,BEN,Shade,2.5,8.886049481440057,2.7231028918034283,18.526479133723715
TROR,BEN,Shade,3,9.536314463875433,2.8185674066955255,22.27782738581174
TROR,BEN,Shade,4,11.102471869275623,2.922033447491214,32.10643212333099
TROR,BEN,Shade,4.5,11.963043462517797,2.9317312210313307,38.55104117015625
TROR,BEN,Shade,5,12.92727371374201,2.8703478348540785,46.72338867929096
TROR,BEN,Shade,6,15.054217736625407,2.74862547327084,68.5748014796055
TROR,BEN,Shade,7,17.508670009521666,2.643394502605917,101.75571005806981
TROR,BEN,Shade,7.117647058823529,17.82879854245197,2.609927621364357,106.2959075318639
TROR,BEN,Shade,8,20.46340831692021,2.466699090253278,150.95655403629686
TROR,BEN,Shade,9,23.904315331170523,2.254573569819617,224.65972304743477
TROR,BEN,Shade,10,28.014228976439455,2.104455471076958,337.66210468950277
TROR,BEN,Shade,17,82.71590038017015,1.1967197434235546,5505.346790640755
TROR,BEN,Sun,0,9.904953690214361,3.298811132238732,16.189764255553147
TROR,BEN,Sun,1,9.967537868161395,3.350168357915387,15.940359869149246
TROR,BEN,Sun,2,9.984757425060197,3.3421182647878314,16.147156693227835
TROR,BEN,Sun,2.5,9.990749851016664,3.3553448173810736,16.332580014761188
TROR,BEN,Sun,3,9.991920295400034,3.3685168995852393,16.637260478504682
TROR,BEN,Sun,4,10.025096354611891,3.280370590084776,17.309554991878436
TROR,BEN,Sun,4.5,10.033397341194506,3.228770899483823,17.839567493139867
TROR,BEN,Sun,5,10.037603677928818,3.208685342413122,18.419068156870736
TROR,BEN,Sun,6,10.046577443160913,3.1651157734044597,19.582853377038123
